,#TimePeriods,#Customer,#Vehicle,Cost,Quantity,LogisticRatio,T_InitialSchedule,CostAfterHGS,Quantity,LogisticRatio,T_InitialSolution
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Small_Instances/Istanze0105h3/abs1n20_2.dat,3,21,3,7303.64,1960,3.72635,0,0,
