,#TimePeriods,#Customer,#Vehicle,Cost,Quantity,LogisticRatio,T_InitialSchedule,CostAfterHGS,Quantity,LogisticRatio,T_InitialSolution,NumberOfRebalance,NumberOfFeasibleRebalance,NumberOfRebalanceImproved,RebalanceAveragePercentageImprovement,RebalanceMaxPercentageImprovement,RebalanceMinPercentageImprovement,BestCost,BestQuantity,BestLogisticRatio,Time,Cost,Quantity,LogisticRatio,T_InitialSchedule,CostAfterHGS,Quantity,LogisticRatio,T_InitialSolution,NumberOfRebalance,NumberOfFeasibleRebalance,NumberOfRebalanceImproved,RebalanceAveragePercentageImprovement,RebalanceMaxPercentageImprovement,RebalanceMinPercentageImprovement,BestCost,BestQuantity,BestLogisticRatio,Time,Cost,Quantity,LogisticRatio,T_InitialSchedule,CostAfterHGS,Quantity,LogisticRatio,T_InitialSolution,NumberOfRebalance,NumberOfFeasibleRebalance,NumberOfRebalanceImproved,RebalanceAveragePercentageImprovement,RebalanceMaxPercentageImprovement,RebalanceMinPercentageImprovement,BestCost,BestQuantity,BestLogisticRatio,Time,Cost,Quantity,LogisticRatio,T_InitialSchedule,CostAfterHGS,Quantity,LogisticRatio,T_InitialSolution,NumberOfRebalance,NumberOfFeasibleRebalance,NumberOfRebalanceImproved,RebalanceAveragePercentageImprovement,RebalanceMaxPercentageImprovement,RebalanceMinPercentageImprovement,BestCost,BestQuantity,BestLogisticRatio,Time,Cost,Quantity,LogisticRatio,T_InitialSchedule,CostAfterHGS,Quantity,LogisticRatio,T_InitialSolution,NumberOfRebalance,NumberOfFeasibleRebalance,NumberOfRebalanceImproved,RebalanceAveragePercentageImprovement,RebalanceMaxPercentageImprovement,RebalanceMinPercentageImprovement,BestCost,BestQuantity,BestLogisticRatio,Time,FirstImpCost,FirstImpQuantity,FirstImpLogisticRatio,TimeAtFirstImprovement,BestCostAt30s,BestQuantityAt30s,BestLogisticRatioAt30s,TimeAt30s,BestCostAt60s,BestQuantityAt60s,BestLogisticRatioAt60s,TimeAt60s,GlobalBestCost,GlobalBestQuantity,GlobalBestLogisticRatio,T_iteration,T_To_best,T_Total
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs1n50_2.dat,6,51,2,29305,13537,2.16481,0,29305,13537,2.16481,0,0,0,0,-nan,0,0,10917,14017,0.77884,20,29451,13034,2.25955,0,29451,13034,2.25955,0,0,0,0,-nan,0,0,10627,13604,0.781167,18,29778,13050,2.28184,0,29778,13050,2.28184,0,0,0,0,-nan,0,0,10627,13604,0.781167,19,30669,13703,2.23812,0,30669,13703,2.23812,0,0,0,0,-nan,0,0,10627,13604,0.781167,8,30650,13337,2.29812,0,30650,13337,2.29812,0,0,0,0,-nan,0,0,30650,13337,2.29812,0,28699,13537,2.12004,0,10917,14017,0.77884,30,10917,14017,0.77884,60,10917,14017,0.77884,143521,1,65,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs2n50_2.dat,6,51,2,31785,13478,2.35829,0,31785,13478,2.35829,0,0,0,0,-nan,0,0,11152,14102,0.79081,31,33177,13606,2.43841,0,33177,13606,2.43841,0,0,0,0,-nan,0,0,11163,14102,0.79159,19,34820,13158,2.6463,0,34820,13158,2.6463,0,0,0,0,-nan,0,0,11163,14102,0.79159,15,33040,13105,2.52118,0,33040,13105,2.52118,0,0,0,0,-nan,0,0,33040,13105,2.52118,0,34655,13115,2.64239,0,34655,13115,2.64239,0,0,0,0,-nan,0,0,34655,13115,2.64239,0,31213,13478,2.31585,0,11152,14102,0.79081,30,11152,14102,0.79081,60,11152,14102,0.79081,144666,13,65,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs3n50_2.dat,6,51,2,29616,13726,2.15766,0,29616,13726,2.15766,0,0,0,0,-nan,0,0,10278,14635,0.702289,24,29322,13564,2.16175,0,29322,13564,2.16175,0,0,0,0,-nan,0,0,10134,14483,0.699717,24,32015,13447,2.38083,0,32015,13447,2.38083,0,0,0,0,-nan,0,0,10151,14483,0.700891,17,28122,13053,2.15445,0,28122,13053,2.15445,0,0,0,0,-nan,0,0,28122,13053,2.15445,0,31055,13120,2.367,0,31055,13120,2.367,0,0,0,0,-nan,0,0,31055,13120,2.367,0,28806,13726,2.09864,0,10278,14635,0.702289,30,10134,14483,0.699717,60,10134,14483,0.699717,145831,30,65,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs4n50_2.dat,6,51,2,31119,13584,2.29086,0,31119,13584,2.29086,0,0,0,0,-nan,0,0,11031,14646,0.753175,25,31760,13552,2.34357,0,31760,13552,2.34357,0,0,0,0,-nan,0,0,10883,14526,0.749208,27,30578,13595,2.24921,0,30578,13595,2.24921,0,0,0,0,-nan,0,0,10925,14560,0.750343,13,32100,13591,2.36186,0,32100,13591,2.36186,0,0,0,0,-nan,0,0,32100,13591,2.36186,0,30983,13552,2.28623,0,30983,13552,2.28623,0,0,0,0,-nan,0,0,30983,13552,2.28623,0,30579,13584,2.2511,0,10915,14546,0.750378,30,10883,14526,0.749208,60,10883,14526,0.749208,146939,32,65,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs5n50_2.dat,6,51,2,28891,13374,2.16024,0,28891,13374,2.16024,0,0,0,0,-nan,0,0,10410,14137,0.736366,32,31036,13612,2.28005,0,31036,13612,2.28005,0,0,0,0,-nan,0,0,10353,13983,0.740399,24,32331,13010,2.48509,0,32331,13010,2.48509,0,0,0,0,-nan,0,0,10353,13983,0.740399,9,28365,13045,2.1744,0,28365,13045,2.1744,0,0,0,0,-nan,0,0,28365,13045,2.1744,0,30494,13305,2.29192,0,30494,13305,2.29192,0,0,0,0,-nan,0,0,30494,13305,2.29192,0,28352,13374,2.11993,0,10410,14137,0.736366,30,10410,14137,0.736366,60,10410,14137,0.736366,147940,9,65,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs6n50_2.dat,6,51,2,29252,15091,1.93837,0,29252,15091,1.93837,0,0,0,0,-nan,0,0,10921,16119,0.677523,26,28934,14790,1.95632,0,28934,14790,1.95632,0,0,0,0,-nan,0,0,10921,16119,0.677523,21,30593,14899,2.05336,0,30593,14899,2.05336,0,0,0,0,-nan,0,0,10921,16119,0.677523,18,30933,14971,2.06619,0,30933,14971,2.06619,0,0,0,0,-nan,0,0,30933,14971,2.06619,0,29921,15450,1.93663,0,29921,15450,1.93663,0,0,0,0,-nan,0,0,29921,15450,1.93663,0,28689,15091,1.90107,0,10921,16119,0.677523,30,10921,16119,0.677523,60,10921,16119,0.677523,149112,7,65,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs7n50_2.dat,6,51,2,31103,13173,2.36112,0,31103,13173,2.36112,0,0,0,0,-nan,0,0,11391,14524,0.784288,30,29481,12789,2.30518,0,29481,12789,2.30518,0,0,0,0,-nan,0,0,11639,14701,0.791715,25,32501,12701,2.55893,0,32501,12701,2.55893,0,0,0,0,-nan,0,0,11554,14615,0.790558,10,31951,12830,2.49034,0,31951,12830,2.49034,0,0,0,0,-nan,0,0,31951,12830,2.49034,0,31368,13003,2.41237,0,31368,13003,2.41237,0,0,0,0,-nan,0,0,31368,13003,2.41237,0,30324,13173,2.30198,0,11391,14524,0.784288,30,11391,14524,0.784288,60,11391,14524,0.784288,150082,6,65,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs8n50_2.dat,6,51,2,33252,11230,2.961,0,33252,11230,2.961,0,0,0,0,-nan,0,0,12243,11740,1.04284,22,32983,11456,2.8791,0,32983,11456,2.8791,0,0,0,0,-nan,0,0,12243,11740,1.04284,21,33442,11355,2.94513,0,33442,11355,2.94513,0,0,0,0,-nan,0,0,12243,11740,1.04284,20,33878,11378,2.9775,0,33878,11378,2.9775,0,0,0,0,-nan,0,0,12434,11873,1.04725,2,33755,11199,3.01411,0,33755,11199,3.01411,0,0,0,0,-nan,0,0,33755,11199,3.01411,0,32324,11230,2.87836,0,12243,11740,1.04284,30,12243,11740,1.04284,60,12243,11740,1.04284,151307,2,65,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs9n50_2.dat,6,51,2,30980,14020,2.2097,0,30980,14020,2.2097,0,0,0,0,-nan,0,0,10676,15199,0.702415,26,31887,14257,2.23659,0,31887,14257,2.23659,0,0,0,0,-nan,0,0,10676,15199,0.702415,25,29755,13367,2.226,0,29755,13367,2.226,0,0,0,0,-nan,0,0,10676,15199,0.702415,14,31524,13962,2.25784,0,31524,13962,2.25784,0,0,0,0,-nan,0,0,31524,13962,2.25784,0,30143,13558,2.22326,0,30143,13558,2.22326,0,0,0,0,-nan,0,0,30143,13558,2.22326,0,30182,14020,2.15278,0,10676,15199,0.702415,30,10676,15199,0.702415,60,10676,15199,0.702415,152305,1,65,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs10n50_2.dat,6,51,2,30483,13933,2.18783,0,30483,13933,2.18783,0,0,0,0,-nan,0,0,10586,15407,0.68709,19,29707,13990,2.12345,0,29707,13990,2.12345,0,0,0,0,-nan,0,0,10655,15436,0.690269,16,31024,13465,2.30405,0,31024,13465,2.30405,0,0,0,0,-nan,0,0,10655,15436,0.690269,17,28804,13834,2.08212,0,28804,13834,2.08212,0,0,0,0,-nan,0,0,10655,15436,0.690269,13,31731,13566,2.33901,0,31731,13566,2.33901,0,0,0,0,-nan,0,0,31731,13566,2.33901,0,29870,13933,2.14383,0,10586,15407,0.68709,30,10586,15407,0.68709,60,10586,15407,0.68709,153763,2,65,
