,#TimePeriods,#Customer,#Vehicle,Cost,Quantity,LogisticRatio,T_InitialSchedule,CostAfterHGS,Quantity,LogisticRatio,T_InitialSolution,NumberOfRebalance,NumberOfFeasibleRebalance,NumberOfRebalanceImproved,RebalanceAveragePercentageImprovement,RebalanceMaxPercentageImprovement,RebalanceMinPercentageImprovement,BestCost,BestQuantity,BestLogisticRatio,Time,Cost,Quantity,LogisticRatio,T_InitialSchedule,CostAfterHGS,Quantity,LogisticRatio,T_InitialSolution,NumberOfRebalance,NumberOfFeasibleRebalance,NumberOfRebalanceImproved,RebalanceAveragePercentageImprovement,RebalanceMaxPercentageImprovement,RebalanceMinPercentageImprovement,BestCost,BestQuantity,BestLogisticRatio,Time,Cost,Quantity,LogisticRatio,T_InitialSchedule,CostAfterHGS,Quantity,LogisticRatio,T_InitialSolution,NumberOfRebalance,NumberOfFeasibleRebalance,NumberOfRebalanceImproved,RebalanceAveragePercentageImprovement,RebalanceMaxPercentageImprovement,RebalanceMinPercentageImprovement,BestCost,BestQuantity,BestLogisticRatio,Time,Cost,Quantity,LogisticRatio,T_InitialSchedule,CostAfterHGS,Quantity,LogisticRatio,T_InitialSolution,NumberOfRebalance,NumberOfFeasibleRebalance,NumberOfRebalanceImproved,RebalanceAveragePercentageImprovement,RebalanceMaxPercentageImprovement,RebalanceMinPercentageImprovement,BestCost,BestQuantity,BestLogisticRatio,Time,Cost,Quantity,LogisticRatio,T_InitialSchedule,CostAfterHGS,Quantity,LogisticRatio,T_InitialSolution,NumberOfRebalance,NumberOfFeasibleRebalance,NumberOfRebalanceImproved,RebalanceAveragePercentageImprovement,RebalanceMaxPercentageImprovement,RebalanceMinPercentageImprovement,BestCost,BestQuantity,BestLogisticRatio,Time,FirstImpCost,FirstImpQuantity,FirstImpLogisticRatio,TimeAtFirstImprovement,BestCostAt30s,BestQuantityAt30s,BestLogisticRatioAt30s,TimeAt30s,BestCostAt60s,BestQuantityAt60s,BestLogisticRatioAt60s,TimeAt60s,GlobalBestCost,GlobalBestQuantity,GlobalBestLogisticRatio,T_iteration,T_To_best,T_Total
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs1n50_2.dat,6,51,2,29305,13537,2.16481,0,29305,13537,2.16481,0,0,0,0,-nan,0,0,11551,14947,0.772797,58,29451,13034,2.25955,0,29451,13034,2.25955,0,0,0,0,-nan,0,0,11773,15024,0.783613,7,29778,13050,2.28184,0,29778,13050,2.28184,0,0,0,0,-nan,0,0,29778,13050,2.28184,0,30669,13703,2.23812,0,30669,13703,2.23812,0,0,0,0,-nan,0,0,30669,13703,2.23812,0,30650,13337,2.29812,0,30650,13337,2.29812,0,0,0,0,-nan,0,0,30650,13337,2.29812,0,28699,13537,2.12004,0,11551,14947,0.772797,30,11551,14947,0.772797,60,11551,14947,0.772797,28901,7,65,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs2n50_2.dat,6,51,2,31785,13478,2.35829,0,31785,13478,2.35829,0,0,0,0,-nan,0,0,11353,13967,0.812845,46,33177,13606,2.43841,0,33177,13606,2.43841,0,0,0,0,-nan,0,0,11039,13541,0.815228,19,34820,13158,2.6463,0,34820,13158,2.6463,0,0,0,0,-nan,0,0,34820,13158,2.6463,0,33040,13105,2.52118,0,33040,13105,2.52118,0,0,0,0,-nan,0,0,33040,13105,2.52118,0,34655,13115,2.64239,0,34655,13115,2.64239,0,0,0,0,-nan,0,0,34655,13115,2.64239,0,31213,13478,2.31585,0,11353,13967,0.812845,30,11353,13967,0.812845,60,11353,13967,0.812845,29485,1,65,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs3n50_2.dat,6,51,2,29616,13726,2.15766,0,29616,13726,2.15766,0,0,0,0,-nan,0,0,9990,13893,0.719067,60,29322,13564,2.16175,0,29322,13564,2.16175,0,0,0,0,-nan,0,0,9990,13893,0.719067,5,32015,13447,2.38083,0,32015,13447,2.38083,0,0,0,0,-nan,0,0,32015,13447,2.38083,0,28122,13053,2.15445,0,28122,13053,2.15445,0,0,0,0,-nan,0,0,28122,13053,2.15445,0,31055,13120,2.367,0,31055,13120,2.367,0,0,0,0,-nan,0,0,31055,13120,2.367,0,28806,13726,2.09864,0,9990,13893,0.719067,30,9990,13893,0.719067,60,9990,13893,0.719067,30105,16,65,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs4n50_2.dat,6,51,2,31119,13584,2.29086,0,31119,13584,2.29086,0,0,0,0,-nan,0,0,10473,13850,0.756173,43,31760,13552,2.34357,0,31760,13552,2.34357,0,0,0,0,-nan,0,0,10473,13850,0.756173,22,30578,13595,2.24921,0,30578,13595,2.24921,0,0,0,0,-nan,0,0,30578,13595,2.24921,0,32100,13591,2.36186,0,32100,13591,2.36186,0,0,0,0,-nan,0,0,32100,13591,2.36186,0,30983,13552,2.28623,0,30983,13552,2.28623,0,0,0,0,-nan,0,0,30983,13552,2.28623,0,30579,13584,2.2511,0,10473,13850,0.756173,30,10473,13850,0.756173,60,10473,13850,0.756173,30726,2,65,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs5n50_2.dat,6,51,2,28891,13374,2.16024,0,28891,13374,2.16024,0,0,0,0,-nan,0,0,10058,13854,0.726,65,31036,13612,2.28005,0,31036,13612,2.28005,0,0,0,0,-nan,0,0,31036,13612,2.28005,0,32331,13010,2.48509,0,32331,13010,2.48509,0,0,0,0,-nan,0,0,32331,13010,2.48509,0,28365,13045,2.1744,0,28365,13045,2.1744,0,0,0,0,-nan,0,0,28365,13045,2.1744,0,30494,13305,2.29192,0,30494,13305,2.29192,0,0,0,0,-nan,0,0,30494,13305,2.29192,0,28352,13374,2.11993,0,10058,13854,0.726,30,10058,13854,0.726,60,10058,13854,0.726,31326,23,65,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs6n50_2.dat,6,51,2,29252,15091,1.93837,0,29252,15091,1.93837,0,0,0,0,-nan,0,0,10172,15429,0.659278,60,28934,14790,1.95632,0,28934,14790,1.95632,0,0,0,0,-nan,0,0,10172,15429,0.659278,5,30593,14899,2.05336,0,30593,14899,2.05336,0,0,0,0,-nan,0,0,30593,14899,2.05336,0,30933,14971,2.06619,0,30933,14971,2.06619,0,0,0,0,-nan,0,0,30933,14971,2.06619,0,29921,15450,1.93663,0,29921,15450,1.93663,0,0,0,0,-nan,0,0,29921,15450,1.93663,0,28689,15091,1.90107,0,10172,15429,0.659278,30,10172,15429,0.659278,60,10172,15429,0.659278,31938,13,65,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs7n50_2.dat,6,51,2,31103,13173,2.36112,0,31103,13173,2.36112,0,0,0,0,-nan,0,0,11356,14377,0.789873,61,29481,12789,2.30518,0,29481,12789,2.30518,0,0,0,0,-nan,0,0,11356,14377,0.789873,4,32501,12701,2.55893,0,32501,12701,2.55893,0,0,0,0,-nan,0,0,32501,12701,2.55893,0,31951,12830,2.49034,0,31951,12830,2.49034,0,0,0,0,-nan,0,0,31951,12830,2.49034,0,31368,13003,2.41237,0,31368,13003,2.41237,0,0,0,0,-nan,0,0,31368,13003,2.41237,0,30324,13173,2.30198,0,11356,14377,0.789873,30,11356,14377,0.789873,60,11356,14377,0.789873,32655,25,65,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs8n50_2.dat,6,51,2,33252,11230,2.961,0,33252,11230,2.961,0,0,0,0,-nan,0,0,12901,12526,1.02994,47,32983,11456,2.8791,0,32983,11456,2.8791,0,0,0,0,-nan,0,0,12256,11816,1.03724,18,33442,11355,2.94513,0,33442,11355,2.94513,0,0,0,0,-nan,0,0,33442,11355,2.94513,0,33878,11378,2.9775,0,33878,11378,2.9775,0,0,0,0,-nan,0,0,33878,11378,2.9775,0,33755,11199,3.01411,0,33755,11199,3.01411,0,0,0,0,-nan,0,0,33755,11199,3.01411,0,32324,11230,2.87836,0,12901,12526,1.02994,30,12901,12526,1.02994,60,12901,12526,1.02994,33248,1,65,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs9n50_2.dat,6,51,2,30980,14020,2.2097,0,30980,14020,2.2097,0,0,0,0,-nan,0,0,10480,14354,0.73011,42,31887,14257,2.23659,0,31887,14257,2.23659,0,0,0,0,-nan,0,0,10538,14354,0.734151,23,29755,13367,2.226,0,29755,13367,2.226,0,0,0,0,-nan,0,0,29755,13367,2.226,0,31524,13962,2.25784,0,31524,13962,2.25784,0,0,0,0,-nan,0,0,31524,13962,2.25784,0,30143,13558,2.22326,0,30143,13558,2.22326,0,0,0,0,-nan,0,0,30143,13558,2.22326,0,30182,14020,2.15278,0,10480,14354,0.73011,30,10480,14354,0.73011,60,10480,14354,0.73011,33870,0,65,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs10n50_2.dat,6,51,2,30483,13933,2.18783,0,30483,13933,2.18783,0,0,0,0,-nan,0,0,10615,15246,0.696248,63,29707,13990,2.12345,0,29707,13990,2.12345,0,0,0,0,-nan,0,0,10687,15240,0.701247,2,31024,13465,2.30405,0,31024,13465,2.30405,0,0,0,0,-nan,0,0,31024,13465,2.30405,0,28804,13834,2.08212,0,28804,13834,2.08212,0,0,0,0,-nan,0,0,28804,13834,2.08212,0,31731,13566,2.33901,0,31731,13566,2.33901,0,0,0,0,-nan,0,0,31731,13566,2.33901,0,29870,13933,2.14383,0,10615,15246,0.696248,30,10615,15246,0.696248,60,10615,15246,0.696248,34520,21,65,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs1n100_2.dat,6,101,2,44002,28739,1.53109,0,44002,28739,1.53109,0,0,0,0,-nan,0,0,14678,30559,0.480317,65,47298,27885,1.69618,0,47298,27885,1.69618,0,0,0,0,-nan,0,0,47298,27885,1.69618,0,45502,28472,1.59813,0,45502,28472,1.59813,0,0,0,0,-nan,0,0,45502,28472,1.59813,0,45652,28244,1.61634,0,45652,28244,1.61634,0,0,0,0,-nan,0,0,45652,28244,1.61634,0,45470,28150,1.61528,0,45470,28150,1.61528,0,0,0,0,-nan,0,0,45470,28150,1.61528,0,43231,28739,1.50426,0,14678,30559,0.480317,30,14678,30559,0.480317,60,14678,30559,0.480317,34636,6,65,
