,#TimePeriods,#Customer,#Vehicle,Cost,Quantity,LogisticRatio,T_InitialSchedule,CostAfterHGS,Quantity,LogisticRatio,T_InitialSolution,NumberOfRebalance,NumberOfFeasibleRebalance,NumberOfRebalanceImproved,RebalanceAveragePercentageImprovement,RebalanceMaxPercentageImprovement,RebalanceMinPercentageImprovement,BestCost,BestQuantity,BestLogisticRatio,Time,Cost,Quantity,LogisticRatio,T_InitialSchedule,CostAfterHGS,Quantity,LogisticRatio,T_InitialSolution,NumberOfRebalance,NumberOfFeasibleRebalance,NumberOfRebalanceImproved,RebalanceAveragePercentageImprovement,RebalanceMaxPercentageImprovement,RebalanceMinPercentageImprovement,BestCost,BestQuantity,BestLogisticRatio,Time,Cost,Quantity,LogisticRatio,T_InitialSchedule,CostAfterHGS,Quantity,LogisticRatio,T_InitialSolution,NumberOfRebalance,NumberOfFeasibleRebalance,NumberOfRebalanceImproved,RebalanceAveragePercentageImprovement,RebalanceMaxPercentageImprovement,RebalanceMinPercentageImprovement,BestCost,BestQuantity,BestLogisticRatio,Time,Cost,Quantity,LogisticRatio,T_InitialSchedule,CostAfterHGS,Quantity,LogisticRatio,T_InitialSolution,NumberOfRebalance,NumberOfFeasibleRebalance,NumberOfRebalanceImproved,RebalanceAveragePercentageImprovement,RebalanceMaxPercentageImprovement,RebalanceMinPercentageImprovement,BestCost,BestQuantity,BestLogisticRatio,Time,Cost,Quantity,LogisticRatio,T_InitialSchedule,CostAfterHGS,Quantity,LogisticRatio,T_InitialSolution,NumberOfRebalance,NumberOfFeasibleRebalance,NumberOfRebalanceImproved,RebalanceAveragePercentageImprovement,RebalanceMaxPercentageImprovement,RebalanceMinPercentageImprovement,BestCost,BestQuantity,BestLogisticRatio,Time,FirstImpCost,FirstImpQuantity,FirstImpLogisticRatio,TimeAtFirstImprovement,BestCostAt30s,BestQuantityAt30s,BestLogisticRatioAt30s,TimeAt30s,BestCostAt60s,BestQuantityAt60s,BestLogisticRatioAt60s,TimeAt60s,GlobalBestCost,GlobalBestQuantity,GlobalBestLogisticRatio,T_iteration,T_To_best,T_Total
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs1n50_2.dat,6,51,2,29305,13537,2.16481,0,29305,13537,2.16481,0,9,9,7,0.0996552,0.514121,0.0217897,11274,14318,0.7874,23,29451,13034,2.25955,0,29451,13034,2.25955,0,0,0,0,-nan,0,0,11274,14318,0.7874,20,29778,13050,2.28184,0,29778,13050,2.28184,0,0,0,0,-nan,0,0,11274,14318,0.7874,20,30669,13703,2.23812,0,30669,13703,2.23812,0,0,0,0,-nan,0,0,11274,14318,0.7874,2,30650,13337,2.29812,0,30650,13337,2.29812,0,0,0,0,-nan,0,0,30650,13337,2.29812,0,28699,13537,2.12004,0,11274,14318,0.7874,30,11274,14318,0.7874,60,11274,14318,0.7874,1243,3,65,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs2n50_2.dat,6,51,2,31785,13478,2.35829,0,31785,13478,2.35829,0,14,14,5,0.0622931,0.37754,0.00682268,11853,14844,0.798504,24,33177,13606,2.43841,0,33177,13606,2.43841,0,0,0,0,-nan,0,0,11853,14844,0.798504,19,34820,13158,2.6463,0,34820,13158,2.6463,0,0,0,0,-nan,0,0,11853,14844,0.798504,19,33040,13105,2.52118,0,33040,13105,2.52118,0,0,0,0,-nan,0,0,11853,14844,0.798504,3,34655,13115,2.64239,0,34655,13115,2.64239,0,0,0,0,-nan,0,0,34655,13115,2.64239,0,31213,13478,2.31585,0,11853,14844,0.798504,30,11853,14844,0.798504,60,11853,14844,0.798504,2499,4,65,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs3n50_2.dat,6,51,2,29616,13726,2.15766,0,29616,13726,2.15766,0,16,16,8,0.0558725,0.231012,0.00672993,10648,14693,0.724699,25,29322,13564,2.16175,0,29322,13564,2.16175,0,0,0,0,-nan,0,0,10622,14651,0.725002,21,32015,13447,2.38083,0,32015,13447,2.38083,0,0,0,0,-nan,0,0,10625,14643,0.725603,19,28122,13053,2.15445,0,28122,13053,2.15445,0,0,0,0,-nan,0,0,28122,13053,2.15445,0,31055,13120,2.367,0,31055,13120,2.367,0,0,0,0,-nan,0,0,31055,13120,2.367,0,28806,13726,2.09864,0,10648,14693,0.724699,30,10648,14693,0.724699,60,10648,14693,0.724699,3695,3,65,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs4n50_2.dat,6,51,2,31119,13584,2.29086,0,31119,13584,2.29086,0,16,16,7,0.057788,0.269356,0.0654707,10964,15281,0.717492,22,31760,13552,2.34357,0,31760,13552,2.34357,0,0,0,0,-nan,0,0,10964,15274,0.717821,19,30578,13595,2.24921,0,30578,13595,2.24921,0,0,0,0,-nan,0,0,10964,15274,0.717821,20,32100,13591,2.36186,0,32100,13591,2.36186,0,0,0,0,-nan,0,0,10964,15274,0.717821,4,30983,13552,2.28623,0,30983,13552,2.28623,0,0,0,0,-nan,0,0,30983,13552,2.28623,0,30579,13584,2.2511,0,10964,15281,0.717492,30,10964,15281,0.717492,60,10964,15281,0.717492,4968,4,65,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs5n50_2.dat,6,51,2,28891,13374,2.16024,0,28891,13374,2.16024,0,13,13,8,0.120126,0.555067,0.0135842,10357,14721,0.703553,31,31036,13612,2.28005,0,31036,13612,2.28005,0,1,1,0,0,0,0,10378,14783,0.702023,21,32331,13010,2.48509,0,32331,13010,2.48509,0,0,0,0,-nan,0,0,10327,14668,0.70405,13,28365,13045,2.1744,0,28365,13045,2.1744,0,0,0,0,-nan,0,0,28365,13045,2.1744,0,30494,13305,2.29192,0,30494,13305,2.29192,0,0,0,0,-nan,0,0,30494,13305,2.29192,0,28352,13374,2.11993,0,10357,14723,0.703457,30,10378,14783,0.702023,60,10378,14783,0.702023,5997,32,65,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs6n50_2.dat,6,51,2,29252,15091,1.93837,0,29252,15091,1.93837,0,11,11,3,0.0511304,0.518626,0.0185448,11395,16177,0.704395,29,28934,14790,1.95632,0,28934,14790,1.95632,0,3,3,1,0.0810019,0.243006,0.243006,11008,16154,0.681441,29,30593,14899,2.05336,0,30593,14899,2.05336,0,0,0,0,-nan,0,0,11008,16154,0.681441,7,30933,14971,2.06619,0,30933,14971,2.06619,0,0,0,0,-nan,0,0,30933,14971,2.06619,0,29921,15450,1.93663,0,29921,15450,1.93663,0,0,0,0,-nan,0,0,29921,15450,1.93663,0,28689,15091,1.90107,0,11395,16177,0.704395,30,11008,16154,0.681441,60,11008,16154,0.681441,6903,31,65,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs7n50_2.dat,6,51,2,31103,13173,2.36112,0,31103,13173,2.36112,0,20,20,5,0.0229053,0.32836,0.00714541,10978,13955,0.786671,29,29481,12789,2.30518,0,29481,12789,2.30518,0,0,0,0,-nan,0,0,10965,13905,0.788565,17,32501,12701,2.55893,0,32501,12701,2.55893,0,0,0,0,-nan,0,0,10965,13905,0.788565,19,31951,12830,2.49034,0,31951,12830,2.49034,0,0,0,0,-nan,0,0,31951,12830,2.49034,0,31368,13003,2.41237,0,31368,13003,2.41237,0,0,0,0,-nan,0,0,31368,13003,2.41237,0,30324,13173,2.30198,0,10978,13955,0.786671,30,10978,13955,0.786671,60,10978,13955,0.786671,8152,9,65,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs8n50_2.dat,6,51,2,33252,11230,2.961,0,33252,11230,2.961,0,10,10,5,0.0542559,0.188276,0.0419886,11890,11808,1.00694,23,32983,11456,2.8791,0,32983,11456,2.8791,0,0,0,0,-nan,0,0,11948,11797,1.0128,20,33442,11355,2.94513,0,33442,11355,2.94513,0,0,0,0,-nan,0,0,11907,11795,1.0095,22,33878,11378,2.9775,0,33878,11378,2.9775,0,0,0,0,-nan,0,0,33878,11378,2.9775,0,33755,11199,3.01411,0,33755,11199,3.01411,0,0,0,0,-nan,0,0,33755,11199,3.01411,0,32324,11230,2.87836,0,11890,11808,1.00694,30,11890,11808,1.00694,60,11890,11808,1.00694,9362,4,65,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs9n50_2.dat,6,51,2,30980,14020,2.2097,0,30980,14020,2.2097,0,9,9,4,0.0214231,0.084674,0.00651169,10795,15390,0.701429,24,31887,14257,2.23659,0,31887,14257,2.23659,0,4,4,2,0.0726444,0.173823,0.116754,10679,15399,0.693487,33,29755,13367,2.226,0,29755,13367,2.226,0,0,0,0,-nan,0,0,10683,15417,0.692936,8,31524,13962,2.25784,0,31524,13962,2.25784,0,0,0,0,-nan,0,0,31524,13962,2.25784,0,30143,13558,2.22326,0,30143,13558,2.22326,0,0,0,0,-nan,0,0,30143,13558,2.22326,0,30182,14020,2.15278,0,10845,15533,0.698191,30,10679,15417,0.692677,60,10679,15417,0.692677,10419,33,65,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs10n50_2.dat,6,51,2,30483,13933,2.18783,0,30483,13933,2.18783,0,19,19,6,0.0433419,0.296137,0.0201911,10627,15456,0.687565,30,29707,13990,2.12345,0,29707,13990,2.12345,0,3,3,2,0.0717043,0.202112,0.0130005,10410,15384,0.676677,18,31024,13465,2.30405,0,31024,13465,2.30405,0,0,0,0,-nan,0,0,10410,15384,0.676677,17,28804,13834,2.08212,0,28804,13834,2.08212,0,0,0,0,-nan,0,0,28804,13834,2.08212,0,31731,13566,2.33901,0,31731,13566,2.33901,0,0,0,0,-nan,0,0,31731,13566,2.33901,0,29870,13933,2.14383,0,10627,15456,0.687565,30,10410,15384,0.676677,60,10410,15384,0.676677,11619,32,65,
