,#TimePeriods,#Customer,#Vehicle,Cost,Quantity,LogisticRatio,T_InitialSchedule,CostAfterHGS,Quantity,LogisticRatio,T_InitialSolution,NumberOfRebalance,NumberOfRebalanceImproved,RebalanceAveragePercentageImprovement,BestCost,BestQuantity,BestLogisticRatio,Time,Cost,Quantity,LogisticRatio,T_InitialSchedule,CostAfterHGS,Quantity,LogisticRatio,T_InitialSolution,NumberOfRebalance,NumberOfRebalanceImproved,RebalanceAveragePercentageImprovement,BestCost,BestQuantity,BestLogisticRatio,Time,Cost,Quantity,LogisticRatio,T_InitialSchedule,CostAfterHGS,Quantity,LogisticRatio,T_InitialSolution,NumberOfRebalance,NumberOfRebalanceImproved,RebalanceAveragePercentageImprovement,BestCost,BestQuantity,BestLogisticRatio,Time,Cost,Quantity,LogisticRatio,T_InitialSchedule,CostAfterHGS,Quantity,LogisticRatio,T_InitialSolution,NumberOfRebalance,NumberOfRebalanceImproved,RebalanceAveragePercentageImprovement,BestCost,BestQuantity,BestLogisticRatio,Time,Cost,Quantity,LogisticRatio,T_InitialSchedule,CostAfterHGS,Quantity,LogisticRatio,T_InitialSolution,NumberOfRebalance,NumberOfRebalanceImproved,RebalanceAveragePercentageImprovement,BestCost,BestQuantity,BestLogisticRatio,Time,GlobalBestCost,GlobalBestQuantity,GlobalBestLogisticRatio,T_To_best,T_Total
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/abls/Instances_highcost_H3/abs1n40.dat,3,41,1,10445,4390,2.37927,0,5589,4390,1.27312,2,5,0,0,5066,5335,0.949578,2,11394,4962,2.29625,0,5615,4962,1.1316,2,8,0,0,5053,5477,0.922585,2,11572,4855,2.38352,0,5795,4855,1.19361,3,5,0,0,5053,5477,0.922585,0,10998,4547,2.41874,0,5781,4547,1.27139,2,5,0,0,5053,5477,0.922585,0,11186,4296,2.60382,0,5329,4296,1.24046,2,8,0,0,4033,5376,0.750186,2,4033,5376,0.750186,17,17,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/abls/Instances_highcost_H3/abs2n40.dat,3,41,1,9779,3942,2.48072,0,5403,3942,1.37062,3,5,0,0,4912,4818,1.01951,2,11415,4336,2.63261,0,6145,4336,1.4172,2,5,0,0,4912,4818,1.01951,1,11665,4192,2.78268,0,5964,4192,1.42271,2,5,0,0,4912,4818,1.01951,0,10976,3447,3.18422,0,5681,3447,1.6481,2,5,0,0,4912,4818,1.01951,1,10631,4037,2.63339,0,5310,4037,1.31533,2,5,0,0,4990,4931,1.01197,3,4990,4931,1.01197,18,18,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/abls/Instances_highcost_H3/abs3n40.dat,3,41,1,8533,4745,1.79831,0,5283,4745,1.11338,2,10,0,0,4234,6079,0.696496,2,9070,5220,1.73755,0,5441,5220,1.04234,2,5,0,0,4194,6079,0.689916,3,9704,4959,1.95685,0,5220,4959,1.05263,2,5,0,0,4218,5940,0.710101,1,9581,4769,2.00902,0,5241,4769,1.09897,2,5,0,0,4218,5940,0.710101,0,9540,4820,1.97925,0,4872,4820,1.01079,2,5,0,0,4218,5940,0.710101,0,4194,6079,0.689916,9,16,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/abls/Instances_highcost_H3/abs4n40.dat,3,41,1,10340,4120,2.50971,0,5605,4120,1.36044,2,5,0,0,5007,4857,1.03088,3,11051,4412,2.50476,0,5625,4412,1.27493,2,5,0,0,5007,4857,1.03088,0,12328,4315,2.85701,0,5852,4315,1.3562,2,7,0,0,4740,4791,0.989355,2,9599,3879,2.47461,0,4891,3879,1.26089,2,5,0,0,4575,4699,0.973611,3,11169,3567,3.1312,0,5416,3567,1.51836,2,5,0,0,4549,4699,0.968078,3,4549,4699,0.968078,21,21,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/abls/Instances_highcost_H3/abs5n40.dat,3,41,1,9029,4920,1.83516,0,5165,4920,1.0498,2,5,0,0,4672,5899,0.791999,3,9920,4786,2.07271,0,5295,4786,1.10635,2,6,0,0,4411,5910,0.746362,2,9926,4877,2.03527,0,5408,4877,1.10888,2,7,0,0,4371,5937,0.73623,3,10057,4767,2.10971,0,5121,4767,1.07426,2,5,0,0,4371,5937,0.73623,0,11025,4513,2.44294,0,5192,4513,1.15045,3,5,0,0,4371,5937,0.73623,0,4371,5937,0.73623,14,19,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/abls/Instances_highcost_H3/abs1n45.dat,3,46,1,11221,5740,1.95488,0,5450,5740,0.949477,2,13,0,0,4071,5939,0.685469,3,13253,5250,2.52438,0,5509,5250,1.04933,2,5,0,0,4013,5939,0.675703,2,13861,5496,2.52202,0,5717,5496,1.04021,2,9,0,0,3937,5979,0.658471,3,13202,4981,2.65047,0,5780,4981,1.16041,2,5,0,0,3937,5979,0.658471,0,11485,4923,2.33293,0,5664,4923,1.15052,3,5,0,0,3937,5979,0.658471,0,3937,5979,0.658471,14,19,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/abls/Instances_highcost_H3/abs2n45.dat,3,46,1,11503,5039,2.28279,0,5849,5039,1.16075,2,10,0,0,3816,5244,0.727689,2,13507,4616,2.92613,0,6109,4616,1.32344,2,6,0,0,3819,5324,0.717318,3,14143,5285,2.67606,0,6128,5285,1.15951,2,5,0,0,3819,5324,0.717318,0,11555,4635,2.49299,0,5686,4635,1.22675,2,5,0,0,3819,5324,0.717318,0,12307,4527,2.71858,0,5369,4527,1.186,3,5,0,0,3819,5324,0.717318,0,3819,5324,0.717318,9,16,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/abls/Instances_highcost_H3/abs3n45.dat,3,46,1,11908,4933,2.41395,0,5954,4933,1.20697,2,17,0,0,3315,5445,0.608815,3,13556,5251,2.5816,0,6281,5251,1.19615,3,5,0,0,3305,5445,0.606979,2,13066,5480,2.38431,0,5965,5480,1.0885,3,5,0,0,3305,5445,0.606979,0,12556,5501,2.28249,0,5881,5501,1.06908,2,5,0,0,3305,5445,0.606979,0,10805,4935,2.18946,0,5194,4935,1.05248,3,5,0,0,3305,5445,0.606979,0,3305,5445,0.606979,10,18,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/abls/Instances_highcost_H3/abs4n45.dat,3,46,1,10627,4570,2.32538,0,5478,4570,1.19869,2,7,0,0,3976,5994,0.66333,3,12360,4954,2.49495,0,5854,4954,1.18167,2,5,0,0,4085,5934,0.688406,0,13611,5302,2.56714,0,5683,5302,1.07186,2,5,0,0,4085,5934,0.688406,0,12584,5124,2.45589,0,5622,5124,1.09719,3,5,0,0,4085,5934,0.688406,0,11863,4671,2.53971,0,5642,4671,1.20788,2,5,0,0,4085,5934,0.688406,0,3976,5994,0.66333,5,14,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/abls/Instances_highcost_H3/abs5n45.dat,3,46,1,9322,5566,1.67481,0,5394,5566,0.969098,3,6,0,0,4556,6218,0.732711,3,11236,5012,2.24182,0,5503,5012,1.09796,3,5,0,0,4554,6218,0.73239,3,11102,5587,1.98711,0,5325,5587,0.953105,3,5,0,0,4554,6218,0.73239,0,10699,5001,2.13937,0,5059,5001,1.0116,2,5,0,0,4657,6218,0.748955,0,10395,5082,2.04545,0,4540,5082,0.893349,3,15,0,0,4115,6281,0.65515,3,4115,6281,0.65515,23,23,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/abls/Instances_highcost_H3/abs1n50.dat,3,51,1,11818,5428,2.17723,0,5592,5428,1.03021,3,8,0,0,5331,6642,0.80262,3,12991,5359,2.42415,0,5933,5359,1.10711,2,7,0,0,5289,6614,0.799667,3,13558,5838,2.32237,0,5937,5838,1.01696,3,5,0,0,5289,6614,0.799667,0,13275,5306,2.50188,0,5999,5306,1.13061,3,5,0,0,5289,6614,0.799667,0,13437,4985,2.69549,0,6084,4985,1.22046,3,5,0,0,5289,6614,0.799667,0,5289,6614,0.799667,11,20,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/abls/Instances_highcost_H3/abs2n50.dat,3,51,1,12923,5743,2.25022,0,6091,5743,1.0606,2,7,0,0,4699,6689,0.702497,4,15731,5829,2.69875,0,6488,5829,1.11306,2,5,0,0,4685,6689,0.700404,3,14127,5764,2.4509,0,6175,5764,1.0713,3,5,0,0,5132,6658,0.770802,0,14242,5683,2.50607,0,6550,5683,1.15256,3,5,0,0,5132,6658,0.770802,0,14432,5370,2.68752,0,6273,5370,1.16816,2,5,0,0,5132,6658,0.770802,1,4685,6689,0.700404,11,20,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/abls/Instances_highcost_H3/abs3n50.dat,3,51,1,12964,5737,2.25972,0,6170,5737,1.07547,2,5,0,0,5953,6852,0.868797,4,13402,5997,2.23478,0,6609,5997,1.10205,3,5,0,0,6038,6789,0.88938,0,13602,5873,2.31602,0,6658,5873,1.13366,3,5,0,0,6038,6789,0.88938,1,13685,5414,2.52771,0,6528,5414,1.20576,2,5,0,0,6112,7001,0.873018,1,12277,5489,2.23666,0,5869,5489,1.06923,2,5,0,0,5417,6646,0.815077,4,5417,6646,0.815077,22,22,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/abls/Instances_highcost_H3/abs4n50.dat,3,51,1,12821,6317,2.0296,0,6073,6317,0.961374,2,11,0,0,4570,7079,0.645571,3,13472,5966,2.25813,0,6188,5966,1.03721,2,5,0,0,4523,7079,0.638932,3,13148,6528,2.01409,0,6105,6528,0.935202,2,5,0,0,4846,7012,0.691101,0,11516,5623,2.04802,0,5787,5623,1.02917,3,5,0,0,4523,7079,0.638932,0,13627,5388,2.52914,0,6287,5388,1.16685,3,5,0,0,4523,7079,0.638932,0,4523,7079,0.638932,10,18,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/abls/Instances_highcost_H3/abs5n50.dat,3,51,1,11934,6199,1.92515,0,5731,6199,0.924504,3,5,0,0,5513,7019,0.78544,3,12791,5656,2.26149,0,6146,5656,1.08663,3,8,0,0,5411,7062,0.766214,3,13201,6162,2.14232,0,6375,6162,1.03457,3,5,0,0,5411,7062,0.766214,0,13967,6044,2.31089,0,6180,6044,1.0225,3,5,0,0,5411,7062,0.766214,0,12878,5737,2.24473,0,6052,5737,1.05491,3,5,0,0,5411,7062,0.766214,0,5411,7062,0.766214,12,21,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/abls/Instances_highcost_H6/abs1n5.dat,6,6,1,4125,1674,2.46416,0,3229,1674,1.92891,2,9,0,0,2735,1535,1.78176,2,5312,1707,3.11189,0,4812,1707,2.81898,2,5,0,0,2735,1535,1.78176,0,5242,1668,3.14269,0,3959,1668,2.3735,2,5,0,0,2735,1535,1.78176,0,4235,1555,2.72347,0,3761,1555,2.41865,1,9,0,0,2843,1675,1.69731,2,4766,1706,2.79367,0,4309,1706,2.52579,2,6,0,0,2659,1632,1.62929,2,2659,1632,1.62929,15,15,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/abls/Instances_highcost_H6/abs2n5.dat,6,6,1,3805,1240,3.06855,0,3708,1240,2.99032,1,10,0,0,2571,1477,1.74069,1,4164,1394,2.98709,0,3838,1394,2.75323,3,5,0,0,2571,1477,1.74069,0,3902,1385,2.81733,0,3699,1385,2.67076,1,5,0,0,2571,1477,1.74069,0,3491,1283,2.72097,0,3328,1283,2.59392,2,5,0,0,2571,1477,1.74069,0,4147,1404,2.9537,0,3781,1404,2.69302,2,5,0,0,2571,1477,1.74069,0,2571,1477,1.74069,2,10,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/abls/Instances_highcost_H6/abs3n5.dat,6,6,1,6925,1610,4.30124,0,5623,1610,3.49255,1,7,0,0,4601,1523,3.02101,2,8015,1543,5.19443,0,6557,1543,4.24951,1,5,0,0,4601,1523,3.02101,0,7202,1548,4.65245,0,6502,1548,4.20026,2,5,0,0,4601,1523,3.02101,0,7392,1490,4.96107,0,6726,1490,4.51409,2,5,0,0,4355,1428,3.04972,0,7120,1464,4.86339,0,6316,1464,4.31421,2,5,0,0,4601,1523,3.02101,0,4601,1523,3.02101,3,10,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/abls/Instances_highcost_H6/abs4n5.dat,6,6,1,3979,1642,2.42326,0,3908,1642,2.38002,2,5,0,0,3680,1776,2.07207,2,4110,1522,2.70039,0,3967,1522,2.60644,2,7,0,0,3594,1772,2.02822,1,4268,1589,2.68597,0,4144,1589,2.60793,2,5,0,0,3594,1772,2.02822,0,4503,1740,2.58793,0,4361,1740,2.50632,2,5,0,0,3594,1772,2.02822,0,4495,1764,2.54819,0,4280,1764,2.4263,2,5,0,0,3594,1772,2.02822,0,3594,1772,2.02822,7,13,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/abls/Instances_highcost_H6/abs5n5.dat,6,6,1,3600,1219,2.95324,0,3600,1219,2.95324,1,5,0,0,2183,1180,1.85,2,3327,1190,2.7958,0,3162,1190,2.65714,1,5,0,0,2183,1180,1.85,0,3243,1241,2.61322,0,3117,1241,2.51168,2,9,0,0,1797,1156,1.5545,1,2954,1221,2.41933,0,2828,1221,2.31613,1,5,0,0,1797,1156,1.5545,0,3201,1291,2.47947,0,3123,1291,2.41905,2,5,0,0,1797,1156,1.5545,0,1797,1156,1.5545,7,10,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/abls/Instances_highcost_H6/abs1n10.dat,6,11,1,8213,2867,2.86467,0,6115,2867,2.13289,2,7,0,0,5235,3051,1.71583,2,9142,3029,3.01816,0,6095,3029,2.01222,2,5,0,0,5721,3214,1.78002,0,8894,2812,3.16287,0,6229,2812,2.21515,2,9,0,0,4490,2877,1.56065,2,9156,2903,3.15398,0,6031,2903,2.07751,2,14,0,0,4400,3106,1.41661,1,8899,3027,2.93987,0,6413,3027,2.1186,3,5,0,0,4400,3106,1.41661,0,4400,3106,1.41661,13,16,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/abls/Instances_highcost_H6/abs2n10.dat,6,11,1,9513,2304,4.12891,0,7593,2304,3.29557,2,7,0,0,5373,2148,2.5014,1,9225,2249,4.10182,0,7290,2249,3.24144,2,8,0,0,5395,2344,2.30162,2,9476,2206,4.29556,0,7227,2206,3.27607,2,5,0,0,5395,2344,2.30162,0,9476,2265,4.18366,0,7810,2265,3.44812,2,5,0,0,5395,2344,2.30162,0,9721,2168,4.48386,0,7625,2168,3.51707,2,5,0,0,5269,2253,2.33866,0,5395,2344,2.30162,7,13,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/abls/Instances_highcost_H6/abs3n10.dat,6,11,1,7867,2391,3.29026,0,6341,2391,2.65203,3,10,0,0,4884,2491,1.96066,2,6932,2279,3.04168,0,5705,2279,2.50329,1,5,0,0,4884,2491,1.96066,0,7236,2308,3.13518,0,5745,2308,2.48917,3,9,0,0,4211,2482,1.69662,1,7256,2427,2.9897,0,5896,2427,2.42934,2,5,0,0,4211,2482,1.69662,0,7881,2374,3.31971,0,6546,2374,2.75737,2,5,0,0,4211,2482,1.69662,0,4211,2482,1.69662,10,14,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/abls/Instances_highcost_H6/abs4n10.dat,6,11,1,10139,2659,3.81309,0,7307,2659,2.74803,3,9,0,0,6291,2873,2.1897,2,10133,2770,3.65812,0,7682,2770,2.77329,2,3,0,0,6397,2892,2.21196,0,10118,2782,3.63695,0,7153,2782,2.57117,2,2,0,0,6291,2873,2.1897,0,9476,2650,3.57585,0,7481,2650,2.82302,2,4,0,0,6291,2873,2.1897,0,9414,2497,3.77012,0,7198,2497,2.88266,3,5,0,0,6287,2886,2.17845,2,6287,2886,2.17845,16,16,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/abls/Instances_highcost_H6/abs5n10.dat,6,11,1,8350,3511,2.37824,0,5973,3511,1.70122,2,10,0,0,4527,3290,1.37599,2,7955,3121,2.54886,0,5648,3121,1.80968,2,6,0,0,4122,3249,1.2687,2,8553,3178,2.69132,0,5942,3178,1.86973,2,5,0,0,4122,3249,1.2687,0,8811,3474,2.53627,0,6124,3474,1.76281,3,5,0,0,4122,3249,1.2687,0,7663,3161,2.42423,0,5781,3161,1.82885,2,5,0,0,4122,3249,1.2687,0,4122,3249,1.2687,8,15,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/abls/Instances_highcost_H6/abs1n15.dat,6,16,1,10986,4917,2.23429,0,7506,4917,1.52654,2,7,0,0,6430,5143,1.25024,3,11115,4687,2.37145,0,7639,4687,1.62983,3,6,0,0,5804,4913,1.18136,3,11944,4417,2.7041,0,7965,4417,1.80326,3,6,0,0,5740,4945,1.16077,2,10800,4630,2.33261,0,7208,4630,1.5568,3,5,0,0,5740,4945,1.16077,0,11449,4639,2.46799,0,7598,4639,1.63785,2,5,0,0,5740,4945,1.16077,0,5740,4945,1.16077,16,21,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/abls/Instances_highcost_H6/abs2n15.dat,6,16,1,10291,4588,2.24303,0,7416,4588,1.61639,3,14,0,0,6058,4681,1.29417,2,10343,4411,2.34482,0,7147,4411,1.62027,3,5,0,0,6058,4681,1.29417,0,10964,4095,2.67741,0,7123,4095,1.73944,3,5,0,0,6058,4681,1.29417,0,11124,4343,2.56136,0,7804,4343,1.79691,2,5,0,0,6058,4681,1.29417,0,11181,4306,2.59661,0,7954,4306,1.84719,3,6,0,0,5973,4734,1.26172,2,5973,4734,1.26172,18,18,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/abls/Instances_highcost_H6/abs3n15.dat,6,16,1,11210,4817,2.32717,0,7895,4817,1.63899,3,7,0,0,7300,4823,1.51358,2,11143,4741,2.35035,0,7866,4741,1.65914,3,9,0,0,7313,5039,1.45128,2,11473,4508,2.54503,0,8388,4508,1.86069,3,9,0,0,7147,4957,1.4418,3,11065,4741,2.3339,0,7857,4741,1.65725,3,5,0,0,7147,4957,1.4418,0,11510,4186,2.74964,0,7894,4186,1.88581,3,5,0,0,7147,4957,1.4418,0,7147,4957,1.4418,16,22,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/abls/Instances_highcost_H6/abs4n15.dat,6,16,1,13441,4167,3.22558,0,7520,4167,1.80466,3,8,0,0,5679,4049,1.40257,2,13716,3909,3.50883,0,7670,3909,1.96214,2,5,0,0,5679,4049,1.40257,0,13447,3754,3.58205,0,7369,3754,1.96297,3,5,0,0,5679,4049,1.40257,0,13196,4290,3.07599,0,7920,4290,1.84615,3,5,0,0,5679,4049,1.40257,0,13352,3925,3.40178,0,7763,3925,1.97783,3,5,0,0,5679,4049,1.40257,0,5679,4049,1.40257,5,16,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/abls/Instances_highcost_H6/abs5n15.dat,6,16,1,12399,3942,3.14536,0,6930,3942,1.75799,2,11,0,0,6030,4175,1.44431,2,11863,3656,3.2448,0,7041,3656,1.92588,3,10,0,0,5061,3620,1.39807,1,11265,3740,3.01203,0,6929,3740,1.85267,3,5,0,0,5061,3620,1.39807,0,12268,3994,3.07161,0,7238,3994,1.81222,3,5,0,0,5061,3620,1.39807,0,12986,3793,3.42368,0,7227,3793,1.90535,3,5,0,0,5061,3620,1.39807,0,5061,3620,1.39807,8,17,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/abls/Instances_highcost_H6/abs1n20.dat,6,21,1,13026,5789,2.25013,0,8253,5789,1.42563,3,5,0,0,7988,6256,1.27685,3,15721,5750,2.73409,0,8751,5750,1.52191,2,8,0,0,6990,5953,1.1742,2,16108,5842,2.75727,0,8650,5842,1.48066,3,8,0,0,6978,5964,1.17002,3,14211,5438,2.61328,0,8380,5438,1.54101,2,5,0,0,6978,5964,1.17002,0,15442,5638,2.73891,0,8206,5638,1.45548,3,5,0,0,6978,5964,1.17002,0,6978,5964,1.17002,16,21,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/abls/Instances_highcost_H6/abs2n20.dat,6,21,1,11899,6026,1.97461,0,7509,6026,1.2461,3,10,0,0,6779,5809,1.16698,2,12084,5450,2.21725,0,7841,5450,1.43872,3,5,0,0,6772,5668,1.19478,0,12390,5515,2.2466,0,7823,5515,1.4185,3,8,0,0,6496,5809,1.11826,2,13345,5630,2.37034,0,8044,5630,1.42877,3,5,0,0,6710,5825,1.15193,0,12735,5380,2.3671,0,8026,5380,1.49182,3,5,0,0,6496,5809,1.11826,0,6496,5809,1.11826,13,19,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/abls/Instances_highcost_H6/abs3n20.dat,6,21,1,17624,5159,3.41617,0,9562,5159,1.85346,3,6,0,0,8099,5014,1.61528,2,16881,4638,3.63972,0,9085,4638,1.95882,3,11,0,0,7587,4993,1.51953,3,17161,4679,3.66766,0,9262,4679,1.97948,3,5,0,0,7739,5024,1.54041,0,16339,4848,3.37026,0,9258,4848,1.90965,3,8,0,0,7340,4902,1.49735,2,16011,4535,3.53054,0,8916,4535,1.96604,3,5,0,0,7340,4902,1.49735,1,7340,4902,1.49735,19,23,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/abls/Instances_highcost_H6/abs4n20.dat,6,21,1,17740,5706,3.10901,0,9556,5706,1.67473,2,9,0,0,9018,5845,1.54286,4,17824,5308,3.35795,0,9755,5308,1.83779,2,5,0,0,9018,5845,1.54286,0,17894,5423,3.29965,0,9498,5423,1.75143,3,5,0,0,9018,5845,1.54286,0,17814,5375,3.31423,0,9885,5375,1.83907,3,5,0,0,9018,5845,1.54286,0,19532,5280,3.69924,0,10143,5280,1.92102,4,5,0,0,8833,5708,1.54748,0,9018,5845,1.54286,6,18,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/abls/Instances_highcost_H6/abs5n20.dat,6,21,1,14919,6010,2.48236,0,9360,6010,1.5574,2,7,0,0,8533,6206,1.37496,3,16283,6106,2.66672,0,9546,6106,1.56338,3,8,0,0,8498,6307,1.34739,3,16695,6009,2.77833,0,9965,6009,1.65835,2,5,0,0,8498,6307,1.34739,0,16650,5988,2.78056,0,9771,5988,1.63176,3,5,0,0,8498,6307,1.34739,0,15898,5684,2.79697,0,9342,5684,1.64356,3,5,0,0,8498,6307,1.34739,0,8498,6307,1.34739,11,19,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/abls/Instances_highcost_H6/abs1n25.dat,6,26,1,19178,5974,3.21024,0,9847,5974,1.64831,3,6,0,0,8774,6254,1.40294,3,19270,6038,3.19145,0,10062,6038,1.66645,3,5,0,0,8751,6049,1.44669,0,19799,5710,3.46743,0,10106,5710,1.76988,3,15,0,0,6961,5862,1.18748,3,19231,5770,3.33293,0,10057,5770,1.74298,3,5,0,0,6961,5862,1.18748,0,17898,5636,3.17566,0,9525,5636,1.69003,4,5,0,0,6961,5862,1.18748,0,6961,5862,1.18748,15,22,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/abls/Instances_highcost_H6/abs2n25.dat,6,26,1,18037,6795,2.65445,0,9381,6795,1.38057,3,5,0,0,8844,6890,1.2836,2,20555,6520,3.15261,0,9845,6520,1.50997,4,2,0,0,8298,6268,1.32387,0,20113,6381,3.15201,0,9830,6381,1.54051,3,10,0,0,7499,6340,1.18281,3,18958,6154,3.0806,0,9841,6154,1.59912,2,5,0,0,7499,6340,1.18281,0,18664,6088,3.0657,0,9703,6088,1.59379,3,5,0,0,7499,6340,1.18281,0,7499,6340,1.18281,15,20,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/abls/Instances_highcost_H6/abs3n25.dat,6,26,1,16513,7060,2.33895,0,10647,7060,1.50807,3,7,0,0,9433,7291,1.29379,3,18762,6898,2.71992,0,10712,6898,1.55291,3,5,0,0,9433,7291,1.29379,0,17012,6717,2.53268,0,10434,6717,1.55337,3,6,0,0,9453,7340,1.28787,2,16536,6747,2.45087,0,9954,6747,1.47532,3,5,0,0,9609,7545,1.27356,3,19076,6856,2.78238,0,11054,6856,1.61231,3,5,0,0,9320,7282,1.27987,0,9609,7545,1.27356,20,23,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/abls/Instances_highcost_H6/abs4n25.dat,6,26,1,18000,6474,2.78035,0,9633,6474,1.48795,3,11,0,0,8389,6771,1.23896,3,21558,6690,3.22242,0,10644,6690,1.59103,4,6,0,0,8382,6771,1.23793,2,19658,6631,2.96456,0,10497,6631,1.58302,3,5,0,0,8403,6771,1.24103,0,20651,6616,3.12137,0,10288,6616,1.55502,4,5,0,0,8385,6742,1.2437,0,21028,6503,3.23358,0,10574,6503,1.62602,3,5,0,0,8382,6771,1.23793,0,8382,6771,1.23793,12,22,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/abls/Instances_highcost_H6/abs5n25.dat,6,26,1,16584,7660,2.16501,0,9677,7660,1.26332,3,21,0,0,7373,7778,0.94793,3,16553,7218,2.29329,0,9577,7218,1.32682,2,5,0,0,7373,7778,0.94793,0,17483,7472,2.3398,0,9815,7472,1.31357,4,5,0,0,7373,7778,0.94793,0,15430,7070,2.18246,0,9394,7070,1.32871,3,5,0,0,7373,7778,0.94793,0,17815,7316,2.43507,0,9659,7316,1.32026,2,5,0,0,7373,7778,0.94793,0,7373,7778,0.94793,6,17,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/abls/Instances_highcost_H6/abs1n30.dat,6,31,1,20274,9783,2.07237,0,10567,9783,1.08014,4,6,0,0,9415,9743,0.966335,3,18826,9220,2.04187,0,10505,9220,1.13937,3,9,0,0,9397,9743,0.964487,4,20298,9094,2.23202,0,11098,9094,1.22037,3,7,0,0,9233,9794,0.94272,3,20601,9268,2.22281,0,10988,9268,1.18558,3,5,0,0,9233,9794,0.94272,1,21520,9333,2.3058,0,11172,9333,1.19704,3,5,0,0,9318,10003,0.931521,3,9318,10003,0.931521,30,30,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/abls/Instances_highcost_H6/abs2n30.dat,6,31,1,18305,8741,2.09415,0,9753,8741,1.11578,4,12,0,0,7762,9081,0.854752,3,20029,9048,2.21364,0,10259,9048,1.13384,4,11,0,0,7288,8669,0.840697,2,18887,8291,2.27801,0,9884,8291,1.19214,5,5,0,0,7288,8669,0.840697,0,18680,9111,2.05027,0,9864,9111,1.08265,4,5,0,0,7288,8669,0.840697,0,18653,8535,2.18547,0,9632,8535,1.12853,4,5,0,0,7288,8669,0.840697,0,7288,8669,0.840697,13,26,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/abls/Instances_highcost_H6/abs3n30.dat,6,31,1,19057,9685,1.96768,0,10257,9685,1.05906,4,6,0,0,9636,10440,0.922989,3,21016,9931,2.1162,0,10906,9931,1.09818,5,18,0,0,8509,10153,0.838077,3,19882,9880,2.01235,0,10929,9880,1.10617,4,5,0,0,8509,10153,0.838077,0,20472,9652,2.12101,0,10700,9652,1.10858,4,5,0,0,8509,10153,0.838077,0,18782,9755,1.92537,0,10315,9755,1.05741,4,5,0,0,8431,10148,0.830804,4,8431,10148,0.830804,31,31,
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/abls/Instances_highcost_H6/abs4n30.dat,6,31,1,19217,7771,2.47291,0,9836,7771,1.26573,4,11,0,0,9061,8079,1.12155,4,20521,7817,2.62518,0,9945,7817,1.27223,4,9,0,0,8899,8064,1.10355,5,21480,7709,2.78635,0,10698,7709,1.38773,4,6,0,0,8826,8064,1.09449,4,20107,7822,2.57057,0,10145,7822,1.29698,4,5,0,0,8826,8064,1.09449,0,20629,7893,2.61358,0,10225,7893,1.29545,4,5,0,0,8826,8064,1.09449,0,8826,8064,1.09449,25,33,
