,#TimePeriods,#Customer,#Vehicle,Cost,Quantity,LogisticRatio,T_InitialSchedule,CostAfterHGS,Quantity,LogisticRatio,T_InitialSolution,NumberOfRebalance,NumberOfRebalanceImproved,RebalanceAveragePercentageImprovement,BestCost,BestQuantity,BestLogisticRatio,Time,Cost,Quantity,LogisticRatio,T_InitialSchedule,CostAfterHGS,Quantity,LogisticRatio,T_InitialSolution,NumberOfRebalance,NumberOfRebalanceImproved,RebalanceAveragePercentageImprovement,BestCost,BestQuantity,BestLogisticRatio,Time,Cost,Quantity,LogisticRatio,T_InitialSchedule,CostAfterHGS,Quantity,LogisticRatio,T_InitialSolution,NumberOfRebalance,NumberOfRebalanceImproved,RebalanceAveragePercentageImprovement,BestCost,BestQuantity,BestLogisticRatio,Time,Cost,Quantity,LogisticRatio,T_InitialSchedule,CostAfterHGS,Quantity,LogisticRatio,T_InitialSolution,NumberOfRebalance,NumberOfRebalanceImproved,RebalanceAveragePercentageImprovement,BestCost,BestQuantity,BestLogisticRatio,Time,Cost,Quantity,LogisticRatio,T_InitialSchedule,CostAfterHGS,Quantity,LogisticRatio,T_InitialSolution,NumberOfRebalance,NumberOfRebalanceImproved,RebalanceAveragePercentageImprovement,BestCost,BestQuantity,BestLogisticRatio,Time,GlobalBestCost,GlobalBestQuantity,GlobalBestLogisticRatio,T_To_best,T_Total
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs7n50_3.dat,6,51,3,33303,13173,2.52813,0,16003,13173,1.21483,17,5,0,0,16040,14002,1.14555,21,30450,12789,2.38095,0,15275,12789,1.19439,16,5,0,0,15080,13177,1.14442,18,33657,12701,2.64995,0,15833,12701,1.24659,19,5,0,0,16272,13897,1.1709,2,33528,12830,2.61325,0,16153,12830,1.259,18,5,0,0,15080,13177,1.14442,0,35529,13003,2.73237,0,15907,13003,1.22333,20,5,0,0,15849,13859,1.14359,21,15849,13859,1.14359,152,152
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs8n50_3.dat,6,51,3,36243,11230,3.22734,0,17225,11230,1.53384,19,5,0,0,16996,11361,1.496,19,37240,11456,3.2507,0,17709,11456,1.54583,21,10,0,0,16774,12073,1.38938,22,35651,11355,3.13967,0,17323,11355,1.52558,18,5,0,0,16927,11898,1.42268,0,36079,11378,3.17094,0,17431,11378,1.53199,19,5,0,0,16375,11463,1.42851,2,36581,11199,3.26645,0,17601,11199,1.57166,21,5,0,0,17087,11585,1.47492,0,16774,12073,1.38938,81,141
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs9n50_3.dat,6,51,3,32425,14020,2.31277,0,15454,14020,1.10228,21,16,0,0,14413,14511,0.993247,21,32007,14257,2.245,0,15083,14257,1.05794,17,7,0,0,13734,13965,0.983459,18,31963,13367,2.39119,0,15090,13367,1.1289,18,5,0,0,13712,13829,0.99154,0,32097,13962,2.29888,0,15185,13962,1.08759,20,5,0,0,14017,14097,0.994325,1,30426,13558,2.24414,0,14877,13558,1.09729,20,5,0,0,14484,14018,1.03324,1,13734,13965,0.983459,77,137
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs10n50_3.dat,6,51,3,31446,13933,2.25694,0,15183,13933,1.08972,17,5,0,0,14846,14547,1.02055,20,32698,13990,2.33724,0,15251,13990,1.09014,16,5,0,0,14955,14853,1.00687,18,30843,13465,2.29061,0,14759,13465,1.0961,16,6,0,0,13799,13761,1.00276,17,32067,13834,2.31798,0,15739,13834,1.1377,17,5,0,0,13799,13664,1.00988,1,32382,13566,2.387,0,14989,13566,1.10489,16,5,0,0,14929,14666,1.01793,2,13799,13761,1.00276,104,140
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs1n100_3.dat,6,101,3,45068,28739,1.56818,0,18250,28739,0.635026,34,5,0,0,17431,29479,0.591302,46,47473,27885,1.70246,0,18691,27885,0.670289,34,5,0,0,18575,30682,0.605404,13,47664,28472,1.67407,0,18749,28472,0.658507,36,7,0,0,16460,28532,0.576896,48,47082,28244,1.66697,0,18165,28244,0.643145,31,7,0,0,16038,28557,0.561614,44,46565,28150,1.65417,0,18818,28150,0.66849,39,6,0,0,15271,28214,0.541256,41,15271,28214,0.541256,366,366
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs2n100_3.dat,6,101,3,45609,26640,1.71205,0,18117,26640,0.680068,37,3,0,0,17369,27861,0.623416,45,48088,26361,1.82421,0,18582,26361,0.704905,38,5,0,0,17745,27797,0.638378,0,45965,26862,1.71115,0,18309,26862,0.681595,45,5,0,0,17092,27412,0.623523,0,45105,26174,1.72328,0,18261,26174,0.697677,43,5,0,0,17270,27670,0.624142,13,44511,26831,1.65894,0,18316,26831,0.682643,35,5,0,0,17628,28258,0.623823,13,17369,27861,0.623416,82,269
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs3n100_3.dat,6,101,3,53651,28222,1.90103,0,19238,28222,0.681667,36,6,0,0,18723,29439,0.635993,45,53036,28209,1.88011,0,19603,28209,0.69492,38,4,0,0,19293,30153,0.639837,0,52335,28163,1.85829,0,19715,28163,0.700032,50,5,0,0,19293,30153,0.639837,0,52928,27415,1.93062,0,19240,27415,0.701806,49,5,0,0,18712,29708,0.629864,48,50295,27526,1.82718,0,18980,27526,0.68953,36,5,0,0,17737,28426,0.623971,47,17737,28426,0.623971,349,349
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs4n100_3.dat,6,101,3,48534,27361,1.77384,0,17849,27361,0.652352,31,4,0,0,16868,27940,0.603722,41,50746,26979,1.88094,0,17725,26979,0.656992,34,5,0,0,17204,28191,0.610266,14,49369,27214,1.8141,0,17562,27214,0.64533,31,5,0,0,16427,28152,0.583511,40,50579,26616,1.90032,0,17510,26616,0.657875,34,5,0,0,16622,29171,0.569812,46,50472,26860,1.87908,0,17641,26860,0.656776,32,6,0,0,15983,28705,0.556802,45,15983,28705,0.556802,348,348
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs5n100_3.dat,6,101,3,53615,28865,1.85744,0,17971,28865,0.622588,36,5,0,0,18004,31016,0.580475,45,54656,29086,1.87912,0,18409,29086,0.632916,32,5,0,0,17487,30817,0.567447,43,54828,29426,1.86325,0,18318,29426,0.622511,33,4,0,0,17242,30718,0.5613,43,55062,28377,1.94037,0,18112,28377,0.638263,32,2,0,0,17362,30578,0.567794,0,52750,29479,1.78941,0,18302,29479,0.620849,46,4,0,0,17837,31138,0.572837,15,17242,30718,0.5613,232,325
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs6n100_3.dat,6,101,3,49166,27565,1.78364,0,19598,27565,0.710974,35,5,0,0,18821,28734,0.655008,48,50510,27075,1.86556,0,19742,27075,0.72916,39,5,0,0,19624,28902,0.678984,15,49651,27529,1.80359,0,19775,27529,0.718333,36,5,0,0,18448,28298,0.651919,49,51170,27538,1.85816,0,19546,27538,0.709783,37,6,0,0,17945,28084,0.638976,49,49257,27227,1.80912,0,19397,27227,0.712418,38,4,0,0,19170,28793,0.665787,15,17945,28084,0.638976,308,361
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs7n100_3.dat,6,101,3,48889,26505,1.84452,0,18593,26505,0.70149,29,5,0,0,18063,28636,0.630779,47,51165,26976,1.89669,0,18879,26976,0.699844,36,5,0,0,18127,28653,0.632639,15,50462,26584,1.89821,0,19105,26584,0.718665,38,5,0,0,18182,28365,0.641001,11,50932,26856,1.89648,0,19140,26856,0.71269,36,5,0,0,16878,26352,0.640483,14,51193,26909,1.90245,0,19013,26909,0.706567,34,5,0,0,17885,28393,0.629909,42,17885,28393,0.629909,302,302
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs8n100_3.dat,6,101,3,45974,28250,1.6274,0,18908,28250,0.66931,37,4,0,0,18118,29528,0.613587,50,44448,28295,1.57088,0,19109,28295,0.675349,38,5,0,0,18526,29323,0.631791,13,46612,27841,1.67422,0,18991,27841,0.682123,38,5,0,0,18170,28578,0.635804,15,44362,28037,1.58227,0,19048,28037,0.679388,37,5,0,0,18192,29046,0.626317,16,43987,26985,1.63005,0,18278,26985,0.677339,39,5,0,0,17493,27555,0.634839,10,18118,29528,0.613587,87,293
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs9n100_3.dat,6,101,3,49753,28906,1.7212,0,19828,28906,0.685948,36,8,0,0,18339,29124,0.629687,54,50200,28341,1.77129,0,19609,28341,0.691895,37,6,0,0,17413,29057,0.59927,51,51324,28257,1.81633,0,20055,28257,0.709736,36,5,0,0,16542,27194,0.608296,13,51407,28417,1.80902,0,19586,28417,0.689235,37,5,0,0,17819,29273,0.608718,14,49035,27799,1.76391,0,19580,27799,0.704342,35,6,0,0,17315,28960,0.597894,45,17315,28960,0.597894,358,358
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs10n100_3.dat,6,101,3,46727,27583,1.69405,0,18522,27583,0.671501,37,5,0,0,17668,29315,0.602695,48,49128,27348,1.7964,0,18642,27348,0.681659,34,5,0,0,17856,29153,0.612493,16,46678,27713,1.68434,0,18806,27713,0.678598,35,5,0,0,17812,29072,0.612686,0,48499,27454,1.76655,0,18879,27454,0.687659,49,5,0,0,17648,28767,0.613481,12,48614,27246,1.78426,0,18597,27246,0.682559,37,7,0,0,17659,29547,0.597658,52,17659,29547,0.597658,320,320
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs1n200_3.dat,6,201,3,77360,58177,1.32974,0,24193,58177,0.415852,67,6,0,0,23358,62392,0.374375,157,74575,57763,1.29105,0,23589,57763,0.408376,64,4,0,0,22078,60363,0.365754,174,74139,58390,1.26972,0,24094,58390,0.412639,75,5,0,0,23109,60881,0.379577,115,74953,58809,1.27452,0,23823,58809,0.405091,73,5,0,0,21199,57591,0.368096,103,78746,56754,1.3875,0,24021,56754,0.423248,78,5,0,0,23109,60881,0.379577,74,22078,60363,0.365754,462,980
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs2n200_3.dat,6,201,3,74315,58082,1.27948,0,24399,58082,0.420079,87,5,0,0,23260,60785,0.38266,169,71937,58312,1.23366,0,23974,58312,0.411133,72,7,0,0,22859,62113,0.368023,180,71397,59149,1.20707,0,23720,59149,0.401021,72,8,0,0,23224,63780,0.364127,174,70041,59388,1.17938,0,23773,59388,0.4003,83,5,0,0,22436,61146,0.366925,73,72817,58884,1.23662,0,24127,58884,0.409738,79,5,0,0,22919,62543,0.366452,105,23224,63780,0.364127,754,1094
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs3n200_3.dat,6,201,3,75341,54808,1.37464,0,24068,54808,0.439133,84,5,0,0,23234,58750,0.395472,177,72658,54320,1.33759,0,23834,54320,0.43877,81,5,0,0,22725,55757,0.407572,90,71115,55010,1.29276,0,23842,55010,0.433412,88,6,0,0,22934,58685,0.390798,198,73964,55737,1.32702,0,24352,55737,0.436909,100,5,0,0,23366,58539,0.399153,9,73400,55181,1.33017,0,24204,55181,0.438629,189,5,0,0,23672,57450,0.412045,97,22934,58685,0.390798,718,1113
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs4n200_3.dat,6,201,3,78297,57827,1.35399,0,24003,57827,0.415083,71,5,0,0,22908,61071,0.375104,207,77704,56981,1.36368,0,24447,56981,0.429038,65,5,0,0,23376,60812,0.384398,86,77531,56768,1.36575,0,23706,56768,0.417594,105,5,0,0,22588,58313,0.387358,131,78377,57939,1.35275,0,24015,57939,0.414488,61,5,0,0,22929,60378,0.379758,78,75864,56696,1.33808,0,23634,56696,0.416855,63,5,0,0,22288,58710,0.379629,85,22908,61071,0.375104,278,952
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs5n200_3.dat,6,201,3,76574,57847,1.32373,0,24266,57847,0.419486,114,5,0,0,23353,60996,0.382861,204,75836,57842,1.31109,0,24610,57842,0.425469,84,5,0,0,22876,60866,0.375842,157,75920,58595,1.29567,0,24073,58595,0.410837,73,3,0,0,23183,60602,0.382545,132,73925,58097,1.27244,0,23803,58097,0.409711,79,5,0,0,23089,61579,0.374949,181,76201,57429,1.32687,0,24395,57429,0.424785,75,5,0,0,23298,61186,0.380773,0,23089,61579,0.374949,1024,1099
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs6n200_3.dat,6,201,3,77288,58801,1.3144,0,23846,58801,0.405537,212,5,0,0,22380,61457,0.364157,132,78192,57660,1.35609,0,23921,57660,0.414863,76,5,0,0,22958,59682,0.384672,0,73070,56830,1.28576,0,22784,56830,0.400915,160,5,0,0,21985,57034,0.385472,139,75096,58564,1.28229,0,23759,58564,0.405693,76,5,0,0,21896,61170,0.357953,169,77490,57954,1.33709,0,23698,57954,0.408911,80,4,0,0,22117,61371,0.360382,0,21896,61170,0.357953,964,1044
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs7n200_3.dat,6,201,3,75985,51018,1.48938,0,25132,51018,0.49261,179,3,0,0,24216,53904,0.449243,186,75030,50365,1.48973,0,24988,50365,0.496138,69,5,0,0,24173,53229,0.454132,120,73947,50019,1.47838,0,24498,50019,0.489774,73,5,0,0,23892,51348,0.465296,0,75290,50937,1.4781,0,24594,50937,0.482832,183,4,0,0,23683,52929,0.447448,155,75073,50933,1.47396,0,25024,50933,0.491312,87,5,0,0,24227,53501,0.452833,139,23683,52929,0.447448,965,1191
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs8n200_3.dat,6,201,3,73399,55506,1.32236,0,23924,55506,0.431016,77,5,0,0,22619,57197,0.395458,158,70570,54571,1.29318,0,23940,54571,0.438695,81,5,0,0,22634,56980,0.397227,105,71672,54195,1.32248,0,23756,54195,0.438343,77,5,0,0,22670,55890,0.405618,114,70896,55213,1.28405,0,23776,55213,0.430623,72,5,0,0,22491,56961,0.394849,152,69999,54149,1.29271,0,23995,54149,0.443129,80,5,0,0,22636,55752,0.406012,61,22491,56961,0.394849,836,977
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs9n200_3.dat,6,201,3,73515,54943,1.33802,0,24500,54943,0.445917,78,4,0,0,23581,57638,0.409122,179,78356,54477,1.43833,0,25305,54477,0.464508,93,5,0,0,22562,54347,0.415147,5,77246,54819,1.40911,0,24884,54819,0.45393,191,5,0,0,23714,57853,0.409901,89,76066,55412,1.37274,0,25139,55412,0.453674,77,5,0,0,23714,57732,0.41076,72,76767,54725,1.40278,0,25208,54725,0.46063,89,5,0,0,23646,57460,0.411521,124,23581,57638,0.409122,257,997
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs10n200_3.dat,6,201,3,74167,56707,1.3079,0,24097,56707,0.424939,80,5,0,0,22724,59344,0.38292,172,75175,56762,1.32439,0,23751,56762,0.418431,73,4,0,0,22726,60613,0.374936,182,72226,57326,1.25992,0,23619,57326,0.412012,80,4,0,0,22770,60456,0.376638,120,71881,57536,1.24932,0,23366,57536,0.406111,66,7,0,0,22481,60377,0.372344,212,72506,56124,1.29189,0,23743,56124,0.423045,78,5,0,0,22250,56414,0.394406,107,22481,60377,0.372344,985,1170
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs1n50_4.dat,6,51,4,32334,13537,2.38856,0,18086,13537,1.33604,20,10,0,0,18186,14581,1.24724,23,31313,13034,2.40241,0,17530,13034,1.34494,20,6,0,0,17994,14615,1.2312,22,33521,13050,2.56866,0,17813,13050,1.36498,21,7,0,0,16726,13817,1.21054,22,33816,13703,2.46778,0,18330,13703,1.33766,19,5,0,0,16932,13842,1.22323,1,33687,13337,2.52583,0,17831,13337,1.33696,21,5,0,0,17803,14113,1.26146,2,16726,13817,1.21054,128,171
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs2n50_4.dat,6,51,4,35823,13478,2.65789,0,18493,13478,1.37209,20,5,0,0,18614,14196,1.31121,23,35917,13606,2.63979,0,18762,13606,1.37895,18,5,0,0,19307,14499,1.33161,1,39542,13158,3.00517,0,19172,13158,1.45706,22,10,0,0,16104,12931,1.24538,20,35094,13105,2.67791,0,18139,13105,1.38413,21,9,0,0,15294,12706,1.20368,18,38430,13115,2.93023,0,18621,13115,1.41982,20,6,0,0,15161,12780,1.18631,18,15161,12780,1.18631,181,181
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs3n50_4.dat,6,51,4,31560,13726,2.29929,0,16597,13726,1.20917,21,9,0,0,15313,13337,1.14816,23,30971,13564,2.28332,0,16152,13564,1.1908,20,5,0,0,16327,14359,1.13706,23,34868,13447,2.59299,0,17167,13447,1.27664,21,11,0,0,15288,13604,1.12379,22,31331,13053,2.40029,0,15640,13053,1.19819,19,8,0,0,15273,13985,1.0921,21,34534,13120,2.63216,0,16530,13120,1.25991,21,6,0,0,14781,13627,1.08468,21,14781,13627,1.08468,212,212
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs4n50_4.dat,6,51,4,34085,13584,2.5092,0,17756,13584,1.30713,18,10,0,0,16833,13493,1.24754,19,34350,13552,2.53468,0,17597,13552,1.29848,18,5,0,0,17582,14093,1.24757,1,32531,13595,2.39287,0,17693,13595,1.30143,18,6,0,0,16870,13526,1.24723,18,34982,13591,2.57391,0,17757,13591,1.30653,20,10,0,0,15947,13047,1.22227,19,34498,13552,2.5456,0,18158,13552,1.33988,21,6,0,0,15930,13105,1.21557,20,15930,13105,1.21557,172,172
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs5n50_4.dat,6,51,4,32100,13374,2.40018,0,16421,13374,1.22783,19,5,0,0,15801,13378,1.18112,21,33325,13612,2.44821,0,17214,13612,1.26462,21,5,0,0,16768,13980,1.19943,0,35081,13010,2.69646,0,16805,13010,1.2917,24,6,0,0,15729,13341,1.179,21,31187,13045,2.39072,0,16864,13045,1.29276,21,7,0,0,15249,12948,1.17771,21,33774,13305,2.53844,0,17335,13305,1.30289,21,7,0,0,15972,13587,1.17554,24,15972,13587,1.17554,193,193
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs6n50_4.dat,6,51,4,32241,15091,2.13644,0,17144,15091,1.13604,18,5,0,0,16927,15377,1.1008,22,30788,14790,2.08168,0,16959,14790,1.14665,17,5,0,0,17197,15317,1.12274,2,34009,14899,2.28264,0,17849,14899,1.198,19,5,0,0,16900,15338,1.10184,0,33027,14971,2.20607,0,17476,14971,1.16732,20,5,0,0,16894,15424,1.09531,21,34412,15450,2.22731,0,18087,15450,1.17068,22,5,0,0,17540,15832,1.10788,0,16894,15424,1.09531,119,141
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs7n50_4.dat,6,51,4,32358,13173,2.45639,0,18276,13173,1.38738,21,12,0,0,16043,12273,1.30718,21,31002,12789,2.42411,0,17625,12789,1.37814,18,8,0,0,15578,12337,1.26271,18,34603,12701,2.72443,0,18202,12701,1.43312,20,5,0,0,15786,12172,1.29691,0,34533,12830,2.69158,0,17692,12830,1.37896,21,7,0,0,15420,12238,1.26001,18,34780,13003,2.67477,0,17701,13003,1.3613,21,5,0,0,15784,12151,1.29899,0,15420,12238,1.26001,137,158
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs8n50_4.dat,6,51,4,36566,11230,3.2561,0,20150,11230,1.7943,24,4,0,0,20037,11737,1.70717,23,38266,11456,3.34026,0,19753,11456,1.72425,21,5,0,0,19711,11816,1.66816,24,38845,11355,3.42096,0,20639,11355,1.81761,22,5,0,0,19686,11818,1.66576,21,38947,11378,3.42301,0,20416,11378,1.79434,19,5,0,0,19757,11853,1.66684,0,36951,11199,3.29949,0,19384,11199,1.73087,22,5,0,0,18570,11362,1.6344,21,18570,11362,1.6344,197,197
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs9n50_4.dat,6,51,4,32859,14020,2.34372,0,16945,14020,1.20863,17,5,0,0,16697,14693,1.13639,22,34140,14257,2.39461,0,16902,14257,1.18552,17,4,0,0,16772,14879,1.12723,25,33841,13367,2.53168,0,16791,13367,1.25615,19,5,0,0,16749,14879,1.12568,22,34593,13962,2.47765,0,16740,13962,1.19897,20,5,0,0,17818,15826,1.12587,0,33093,13558,2.44085,0,17083,13558,1.25999,22,7,0,0,16540,15165,1.09067,21,16540,15165,1.09067,185,185
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs10n50_4.dat,6,51,4,34142,13933,2.45044,0,17217,13933,1.2357,17,5,0,0,16689,14322,1.16527,21,33928,13990,2.42516,0,16962,13990,1.21244,18,6,0,0,16900,14596,1.15785,22,33418,13465,2.48184,0,16849,13465,1.25132,20,5,0,0,15869,13680,1.16001,0,31873,13834,2.30396,0,16982,13834,1.22756,21,5,0,0,16200,14362,1.12798,21,34749,13566,2.56148,0,17050,13566,1.25682,18,7,0,0,16487,14899,1.10658,19,16487,14899,1.10658,177,177
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs1n100_4.dat,6,101,4,45886,28739,1.59665,0,19390,28739,0.674693,36,5,0,0,18607,29186,0.637532,49,49741,27885,1.78379,0,19998,27885,0.71716,39,5,0,0,18320,28409,0.644866,10,48357,28472,1.69841,0,19837,28472,0.69672,40,5,0,0,18578,28638,0.648718,9,46731,28244,1.65455,0,19309,28244,0.68365,38,5,0,0,19045,29354,0.648804,13,46957,28150,1.6681,0,19993,28150,0.710231,36,7,0,0,17266,27347,0.631367,44,17266,27347,0.631367,314,314
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs2n100_4.dat,6,101,4,46040,26640,1.72823,0,19155,26640,0.719032,37,9,0,0,18490,27375,0.675434,53,49212,26361,1.86685,0,19308,26361,0.732446,39,5,0,0,17684,27155,0.651224,46,45975,26862,1.71153,0,19503,26862,0.726044,40,5,0,0,18512,28213,0.656151,16,46314,26174,1.76947,0,19134,26174,0.731031,39,5,0,0,16831,25265,0.666179,0,46646,26831,1.73851,0,19360,26831,0.721553,51,5,0,0,18324,27982,0.65485,1,17684,27155,0.651224,175,322
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs3n100_4.dat,6,101,4,54805,28222,1.94192,0,21333,28222,0.7559,54,4,0,0,21183,29175,0.726067,57,54308,28209,1.9252,0,21264,28209,0.753802,41,6,0,0,21103,29177,0.723275,56,53698,28163,1.90669,0,21107,28163,0.749459,40,6,0,0,21272,29898,0.711486,52,53582,27415,1.95448,0,20504,27415,0.747912,43,5,0,0,21018,29814,0.704971,54,51873,27526,1.88451,0,20949,27526,0.761062,43,5,0,0,20237,28631,0.706821,10,21018,29814,0.704971,397,450
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs4n100_4.dat,6,101,4,50724,27361,1.85388,0,18813,27361,0.687585,38,6,0,0,18232,28657,0.636215,47,54754,26979,2.0295,0,18469,26979,0.684569,37,10,0,0,16142,27258,0.592193,50,52877,27214,1.94301,0,18746,27214,0.688837,37,6,0,0,15569,27012,0.576373,39,52082,26616,1.95679,0,18134,26616,0.68132,35,5,0,0,16467,27096,0.607728,9,53594,26860,1.99531,0,18765,26860,0.698622,37,5,0,0,15555,26929,0.57763,12,15569,27012,0.576373,248,341
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs5n100_4.dat,6,101,4,55674,28865,1.92877,0,18718,28865,0.648467,33,5,0,0,18645,30200,0.617384,46,56464,29086,1.94128,0,19182,29086,0.659493,34,5,0,0,18557,29905,0.620532,0,56980,29426,1.93638,0,19343,29426,0.657344,47,5,0,0,18294,29933,0.611165,43,57149,28377,2.01392,0,19057,28377,0.671565,37,5,0,0,17874,28548,0.626103,9,54156,29479,1.8371,0,19307,29479,0.654941,37,5,0,0,18846,30816,0.611565,12,18294,29933,0.611165,203,298
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs6n100_4.dat,6,101,4,51553,27565,1.87023,0,21609,27565,0.783929,40,5,0,0,21204,28000,0.757286,49,51263,27075,1.89337,0,21484,27075,0.7935,43,5,0,0,20841,27749,0.751054,47,51579,27529,1.87362,0,21285,27529,0.773185,41,5,0,0,19985,27974,0.714413,47,50816,27538,1.8453,0,21723,27538,0.788837,44,6,0,0,19154,27358,0.700124,51,49126,27227,1.80431,0,21023,27227,0.772138,41,4,0,0,19246,27417,0.701973,11,19154,27358,0.700124,363,415
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs7n100_4.dat,6,101,4,50541,26505,1.90685,0,19852,26505,0.748991,35,5,0,0,19515,27738,0.703547,45,52143,26976,1.93294,0,20165,26976,0.747516,38,4,0,0,19817,28036,0.706841,16,52139,26710,1.95204,0,20002,26710,0.748858,45,5,0,0,19369,27780,0.697228,50,49961,26856,1.86033,0,20280,26856,0.755139,39,6,0,0,18866,27432,0.687737,46,52226,26909,1.94084,0,20142,26909,0.748523,36,5,0,0,19506,28591,0.682243,50,19506,28591,0.682243,400,400
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs8n100_4.dat,6,101,4,48275,28250,1.70885,0,21218,28250,0.75108,43,5,0,0,20564,28866,0.712395,54,48380,28295,1.70984,0,21078,28295,0.744937,46,6,0,0,19028,26912,0.707045,46,47942,27841,1.72199,0,20619,27841,0.740598,41,5,0,0,20055,28556,0.702304,54,47183,28037,1.68288,0,21345,28037,0.761315,46,5,0,0,20015,28346,0.706096,0,47184,26985,1.74853,0,20642,26985,0.764943,54,4,0,0,20139,28449,0.707898,8,20055,28556,0.702304,284,392
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs9n100_4.dat,6,101,4,52537,28906,1.81751,0,21541,28906,0.745209,41,6,0,0,20163,29667,0.679644,51,53686,28341,1.89429,0,21971,28341,0.775237,41,5,0,0,20348,29785,0.683163,13,53022,28257,1.87642,0,22347,28257,0.790848,41,5,0,0,20504,29760,0.688978,11,54646,28417,1.923,0,21888,28417,0.770243,41,5,0,0,19656,28911,0.67988,12,50807,27799,1.82766,0,21964,27799,0.7901,41,4,0,0,20176,28868,0.698905,13,20163,29667,0.679644,92,305
