,#TimePeriods,#Customer,#Vehicle,Cost,Quantity,LogisticRatio,T_InitialSchedule,CostAfterHGS,Quantity,LogisticRatio,T_InitialSolution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs6n50_4.dat,6,51,5,42731.1,14999,2.84893,0,17253.8,14999,1.15033,14,44048.9,14835,2.96925,0,17308,14835,1.1667,15,48687.1,14773,3.29568,0,17623.6,14773,1.19296,15,47048,14577,3.22755,0,17408.5,14577,1.19425,16,46708.9,14817,3.15239,0,17605.5,14817,1.1882,15,47027.7,15422,3.04939,0,17662.8,15422,1.1453,15,45757.9,15659,2.92215,0,18178.1,15659,1.16087,15,45572.9,15085,3.02107,0,17680.5,15085,1.17206,15,50243.6,14618,3.43711,0,17934.2,14618,1.22686,15,46390.3,14973,3.09827,0,17941.4,14973,1.19825,15
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs6n50_5.dat,6,51,6,44700,14490,3.08489,0,19217.1,14490,1.32623,15,45869.5,15036,3.05065,0,20131.4,15036,1.33888,14,45670.6,14719,3.10284,0,19286.9,14719,1.31034,15,50142.1,14950,3.35399,0,19507,14950,1.30482,15,48075.6,15443,3.1131,0,20389.2,15443,1.32029,16,48901.4,14943,3.27253,0,19482.4,14943,1.30378,17,48523.8,15027,3.22911,0,20161.7,15027,1.3417,17,44391,14788,3.00183,0,20115.5,14788,1.36026,15,51886.1,14734,3.52152,0,19975.1,14734,1.35571,16,49367.5,15111,3.26699,0,19813.2,15111,1.31118,16
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs7n100_2.dat,6,101,3,84495.8,25879,3.26503,0,17293.5,25879,0.668244,20,84374.4,26693,3.16092,0,17835.9,26693,0.668185,20,83426.5,26749,3.11887,0,18408.7,26749,0.688202,22,79249.8,26728,2.96505,0,17376.2,26728,0.650111,20,84400,26978,3.12847,0,18441.2,26978,0.683564,22,79131.8,26606,2.97421,0,18391.7,26606,0.69126,21,83998.9,27195,3.08876,0,17871.3,27195,0.657153,22,81145.5,26368,3.07742,0,17837.9,26368,0.676497,20,84292.8,26327,3.20176,0,18496.8,26327,0.702577,21,85851.6,26751,3.20928,0,18577.3,26751,0.694453,22
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs7n100_3.dat,6,101,4,85415.9,26569,3.21487,0,18717.3,26569,0.704477,24,88337.5,26190,3.37295,0,18961.5,26190,0.723997,25,90624.5,26363,3.43756,0,18871.3,26363,0.715827,24,87510.9,26659,3.2826,0,19099.1,26659,0.716421,23,86848.8,26380,3.29222,0,18316.8,26380,0.694343,23,84678.4,25917,3.26729,0,18527.6,25917,0.714882,24,88789.7,27174,3.26745,0,19285.3,27174,0.709699,26,86610.8,26711,3.24251,0,18704.5,26711,0.700255,24,87984.3,26735,3.29098,0,19026.8,26735,0.711681,25,92052.9,26758,3.4402,0,19248.9,26758,0.719371,26
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs7n100_4.dat,6,101,5,87991.2,26866,3.27519,0,20146.5,26866,0.74989,27,85599.8,26783,3.19605,0,20374.5,26783,0.760727,27,90906.8,26531,3.42644,0,20603.5,26531,0.776581,28,85948.6,26252,3.27398,0,20102.7,26252,0.765757,28,84159.3,26547,3.1702,0,19989.6,26547,0.752989,27,88744.7,25889,3.42789,0,20013,25889,0.773031,26,88854.5,26807,3.3146,0,20129.3,26807,0.750895,27,88732.7,26234,3.38235,0,20106.8,26234,0.76644,28,88955.1,26878,3.30959,0,19991.6,26878,0.743791,29,92224.2,26189,3.52149,0,19877.5,26189,0.759003,28
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs7n100_5.dat,6,101,6,86644.4,26477,3.27244,0,21098.1,26477,0.796847,27,91955.1,27042,3.40046,0,21633.5,27042,0.799998,28,83079.2,26065,3.18739,0,20787.9,26065,0.797541,27,79039.2,27242,2.90137,0,21315.7,27242,0.782458,27,88626.5,26658,3.32457,0,21731.7,26658,0.815203,29,91394.6,26615,3.43395,0,21759.3,26615,0.817557,32,87615,27353,3.20312,0,21314,27353,0.77922,29,81685.2,26734,3.05548,0,21509.2,26734,0.804563,29,92582.6,26108,3.54614,0,21111.2,26108,0.808611,29,85910.5,26606,3.22899,0,20880.2,26606,0.784795,29
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs7n200_2.dat,6,201,3,162396,50256,3.23138,0,24125.8,50256,0.480057,45,153088,50883,3.00862,0,23948.5,50883,0.470658,46,156378,50817,3.07728,0,23839.4,50817,0.469122,43,158717,50422,3.14777,0,23826.9,50422,0.47255,45,163430,51276,3.18727,0,24314.9,51276,0.474196,49,155259,50371,3.08231,0,24220.7,50371,0.480845,44,157939,50886,3.10378,0,24106.2,50886,0.47373,46,157399,50780,3.09962,0,24320.8,50780,0.478944,47,162486,50599,3.21125,0,24725.2,50599,0.488649,47,159498,51060,3.12373,0,24636.2,51060,0.482495,45
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs7n200_3.dat,6,201,4,162313,50625,3.20618,0,24605.8,50625,0.48604,59,155115,50045,3.09952,0,24320.8,50045,0.485979,59,165064,51501,3.20507,0,24551.6,51501,0.47672,58,153974,50392,3.05552,0,24601.8,50392,0.488209,63,158542,50755,3.12367,0,25281.1,50755,0.498101,60,156629,50394,3.10809,0,24727.1,50394,0.490675,57,159487,50105,3.18306,0,24821.6,50105,0.495391,62,161804,50415,3.20943,0,24625,50415,0.488446,61,160314,50810,3.15516,0,25267.3,50810,0.497289,62,152411,51767,2.94418,0,24358.4,51767,0.47054,55
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs7n200_4.dat,6,201,5,156543,51563,3.03596,0,25941,51563,0.503093,62,153363,50810,3.01836,0,25319.5,50810,0.498318,64,161479,50230,3.21478,0,25279.2,50230,0.503268,63,144300,50499,2.85749,0,25317,50499,0.501336,68,166470,50807,3.27652,0,25705.7,50807,0.505947,68,159180,50916,3.12633,0,25719.9,50916,0.505144,60,154293,49968,3.08784,0,25629.2,49968,0.512912,68,163760,51273,3.19388,0,25706.3,51273,0.501361,63,162401,51610,3.14671,0,25689.2,51610,0.497757,64,154978,50513,3.06809,0,25462.5,50513,0.504077,64
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs7n200_5.dat,6,201,6,166661,50286,3.31427,0,26918.9,50286,0.535316,64,157773,50337,3.13434,0,26225,50337,0.520988,68,163670,51030,3.20733,0,26941.9,51030,0.527962,68,160659,50635,3.17289,0,26849.6,50635,0.530259,63,148430,50860,2.9184,0,26355.4,50860,0.518195,65,149456,50508,2.95906,0,26804.8,50508,0.530705,80,158457,50547,3.13485,0,26690.2,50547,0.528028,70,157117,51191,3.06924,0,27207.8,51191,0.531497,82,155531,51069,3.04551,0,26607.4,51069,0.521008,67,157724,50262,3.13804,0,26483.4,50262,0.526907,66
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs7n50_2.dat,6,51,3,41863.8,12877,3.25105,0,14637.7,12877,1.13673,10,44386.3,13259,3.34763,0,14848.7,13259,1.1199,11,43946.3,13254,3.3157,0,14154.2,13254,1.06792,11,44834.4,12387,3.61947,0,13794.1,12387,1.1136,11,46597.3,13289,3.50646,0,14225.1,13289,1.07044,10,45221.8,12851,3.51894,0,14048.4,12851,1.09318,11,45087.2,13055,3.45364,0,14340.6,13055,1.09847,13,42247.7,13542,3.11975,0,14537.6,13542,1.07352,10,45842.4,13513,3.39246,0,14519.8,13513,1.07451,11,43523.8,12864,3.38338,0,14486.3,12864,1.12611,11
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs7n50_3.dat,6,51,4,46808.9,13068,3.58195,0,16065.9,13068,1.22941,13,49110.8,13499,3.6381,0,16466.2,13499,1.21981,14,44743,13366,3.34752,0,16028.4,13366,1.19919,13,40794.3,12889,3.16504,0,16095.7,12889,1.24879,14,46431.7,12682,3.66123,0,15772.9,12682,1.24373,13,50991.5,12554,4.06178,0,16104.9,12554,1.28285,15,47088.5,13285,3.54448,0,16967.3,13285,1.27718,14,49025.1,12800,3.83009,0,16418,12800,1.28266,13,50138.5,13213,3.79464,0,16195.9,13213,1.22575,13,44695.3,12999,3.43837,0,16262.3,12999,1.25105,13
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs7n50_4.dat,6,51,5,48293.3,12625,3.82521,0,17366.6,12625,1.37557,15,48274.9,13333,3.62071,0,18290.6,13333,1.37183,16,45492.2,12890,3.52926,0,18296.8,12890,1.41945,14,43391.2,12920,3.35845,0,17565.8,12920,1.35958,14,52000.6,12960,4.01239,0,18667.3,12960,1.44038,15,51453.1,13020,3.95185,0,18939,13020,1.45461,17,46751,12687,3.68495,0,18486.9,12687,1.45715,16,45198.8,12747,3.54584,0,18097.4,12747,1.41974,14,45929.6,12729,3.60826,0,18506.9,12729,1.45391,17,46482.8,12711,3.6569,0,18398.6,12711,1.44746,14
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs7n50_5.dat,6,51,6,51336.1,12832,4.00063,0,20013.1,12832,1.55963,17,45722.5,12935,3.53479,0,20617.6,12935,1.59394,16,48689.5,12989,3.74852,0,20577.5,12989,1.58423,15,50481.5,12790,3.94695,0,20708.7,12790,1.61913,16,53302.6,13051,4.08418,0,20442.7,13051,1.56637,16,46189.2,12797,3.60937,0,19680.4,12797,1.53789,15,46371.8,13168,3.52155,0,20065.2,13168,1.52378,15,48806.7,12785,3.81749,0,20086.6,12785,1.57111,16,49595.1,12687,3.90913,0,20056.4,12687,1.58086,15,51443.8,13343,3.85549,0,20913.9,13343,1.56741,17
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs8n100_2.dat,6,101,3,83362.4,27437,3.03832,0,17810.3,27437,0.649134,25,73547.4,27722,2.65303,0,17647.7,27722,0.636597,23,79132.3,27195,2.90981,0,17812.7,27195,0.655,24,79133.4,27610,2.86611,0,17900.9,27610,0.648347,24,81681.8,27950,2.92243,0,17680.5,27950,0.632576,23,78893.6,27839,2.83392,0,17825.3,27839,0.640299,24,80972.9,27184,2.9787,0,17948.5,27184,0.66026,24,78021.2,27962,2.79026,0,17534.6,27962,0.627086,23,79396.6,27723,2.86393,0,17619.4,27723,0.635552,23,78026.5,27424,2.84519,0,17530,27424,0.639222,23
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs8n100_3.dat,6,101,4,80845,27064,2.98718,0,19183.5,27064,0.70882,31,81319.5,27854,2.91949,0,19651.7,27854,0.705525,30,77771.1,27824,2.79511,0,19126.6,27824,0.687414,30,79611.2,28147,2.82841,0,19041.8,28147,0.676512,29,77468.5,27531,2.81387,0,19008,27531,0.690422,29,79579.4,27972,2.84497,0,18922.9,27972,0.676493,30,83407.7,28166,2.96129,0,19456.1,28166,0.690767,30,77012.2,27553,2.79506,0,18275.3,27553,0.663279,29,78553.8,28027,2.80279,0,18993.7,28027,0.677692,29,78406.6,27737,2.82679,0,18780.2,27737,0.67708,29
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs8n100_4.dat,6,101,5,78499.1,26681,2.94213,0,20152.4,26681,0.755311,31,84964.8,27915,3.0437,0,20608.6,27915,0.738263,32,70898.7,28031,2.5293,0,20917.1,28031,0.746214,32,83640.7,27724,3.0169,0,21194.7,27724,0.76449,34,82236.9,28041,2.93274,0,20504.2,28041,0.731221,33,82164.8,28149,2.91893,0,20778.9,28149,0.738174,33,79494,28150,2.82394,0,21354.1,28150,0.758583,33,80386.7,27360,2.93811,0,20836.3,27360,0.76156,33,82381.8,27799,2.96348,0,21038.5,27799,0.756807,33,82954.7,28131,2.94887,0,20810.6,28131,0.739773,35
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs8n100_5.dat,6,101,6,82216.4,27744,2.96339,0,22671.7,27744,0.817174,32,83244.9,27548,3.02181,0,22867.5,27548,0.830097,33,88672.1,27204,3.25952,0,22764.7,27204,0.836815,34,82176.8,28064,2.92819,0,22771.2,28064,0.811404,36,78543.5,27782,2.82714,0,22402.8,27782,0.80638,33,83391.2,28280,2.94877,0,23100.7,28280,0.816856,36,85082.2,28093,3.02859,0,22551.3,28093,0.802736,33,83440.2,27675,3.015,0,22744.9,27675,0.821859,33,83941.1,27917,3.00681,0,22452.9,27917,0.804275,35,83418.8,27186,3.06845,0,22580.8,27186,0.830602,44
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs8n200_2.dat,6,201,3,159072,54460,2.9209,0,23020.7,54460,0.422708,41,154502,54292,2.84576,0,23482.9,54292,0.432529,48,159940,53738,2.97629,0,23497,53738,0.437252,43,149522,55084,2.71443,0,23021.8,55084,0.417939,42,156583,54837,2.85542,0,23149.2,54837,0.422146,43,155403,53945,2.88076,0,22691.7,53945,0.420645,44,156645,54614,2.86822,0,23435.8,54614,0.429117,44,160377,55307,2.89975,0,23674.6,55307,0.428058,46,161728,55539,2.91198,0,23450.8,55539,0.422239,44,158029,54181,2.91669,0,22984.6,54181,0.42422,44
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs8n200_3.dat,6,201,4,158377,54483,2.90691,0,23580.4,54483,0.432802,52,154990,54356,2.85138,0,23994.3,54356,0.441429,56,152216,54673,2.78411,0,23744.3,54673,0.434296,54,154843,53955,2.86986,0,24069.7,53955,0.446106,56,156237,54171,2.88415,0,23740.9,54171,0.438258,53,153256,54230,2.82603,0,23760.8,54230,0.438149,58,155645,53826,2.89164,0,23637.1,53826,0.43914,54,160384,55168,2.90718,0,24664.7,55168,0.447083,56,163276,55607,2.93625,0,24008.2,55607,0.431748,57,161148,53854,2.99232,0,23695.7,53854,0.439998,55
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs8n200_4.dat,6,201,5,159766,54902,2.91002,0,24768.2,54902,0.451136,59,161616,55837,2.89442,0,24659.6,55837,0.441635,65,158405,53830,2.9427,0,24222,53830,0.449972,58,159592,54421,2.93255,0,24489.8,54421,0.450006,71,154174,53673,2.87248,0,24644.8,53673,0.459166,64,159234,53719,2.9642,0,24312.4,53719,0.452584,57,156067,54049,2.88751,0,24250.6,54049,0.448679,58,160600,54955,2.92239,0,24587.5,54955,0.447411,56,157867,54522,2.89546,0,24613.4,54522,0.45144,62,161372,55047,2.93153,0,24710.4,55047,0.448897,61
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs8n200_5.dat,6,201,6,165097,55054,2.99882,0,25744.1,55054,0.467615,63,156568,54710,2.86178,0,25507.4,54710,0.466229,61,160606,53760,2.98747,0,24836.3,53760,0.461985,63,159248,53855,2.95698,0,24984,53855,0.463912,64,160086,53969,2.96626,0,25477.2,53969,0.472071,64,163863,54216,3.02241,0,25647.7,54216,0.473065,68,157184,55256,2.84465,0,25773.9,55256,0.466446,68,154988,54266,2.85607,0,25295.1,54266,0.466132,66,158294,54964,2.87995,0,25345.9,54964,0.461137,68,157103,54003,2.90915,0,25183.8,54003,0.466341,62
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs8n50_2.dat,6,51,3,47756.6,11286,4.23149,0,15961.2,11286,1.41425,12,46971.2,10996,4.27166,0,15926.5,10996,1.44839,14,48610.1,11156,4.35731,0,15783.7,11156,1.41482,12,48408.4,11392,4.24934,0,15263,11392,1.3398,11,49102.5,11565,4.24579,0,15785.4,11565,1.36493,13,46058.6,11395,4.042,0,15075.9,11395,1.32303,11,46370.6,10974,4.22549,0,16000.4,10974,1.45803,12,47515.8,11429,4.15748,0,16133.7,11429,1.41164,12,47020.2,11408,4.12168,0,15401.6,11408,1.35007,11,44611.1,10885,4.09841,0,15400.7,10885,1.41486,12
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs8n50_3.dat,6,51,4,45042.7,11535,3.90488,0,18146.4,11535,1.57316,14,50659.6,11389,4.44812,0,17290.4,11389,1.51816,14,51397.3,11226,4.57841,0,18177.4,11226,1.61923,16,50759.9,11376,4.46201,0,18346.3,11376,1.61272,14,52988,11449,4.62818,0,17609.2,11449,1.53805,15,48746.5,11153,4.37071,0,17011.4,11153,1.52528,13,46960.4,11175,4.20227,0,17330.7,11175,1.55084,14,47974.4,11445,4.19173,0,17607.3,11445,1.53843,14,47054.1,11477,4.09986,0,17721.9,11477,1.54412,13,48405.6,11575,4.18191,0,17326.7,11575,1.49691,15
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs8n50_4.dat,6,51,5,49796.9,11766,4.23227,0,20753.5,11766,1.76386,17,51132.1,11188,4.57026,0,20348.1,11188,1.81875,15,49445.1,11203,4.41356,0,20267.5,11203,1.80911,16,50654.1,11362,4.4582,0,20345.4,11362,1.79065,16,49442.6,11312,4.37081,0,20209.3,11312,1.78654,15,50071.5,11217,4.4639,0,19658.1,11217,1.75252,15,48768.2,11562,4.21797,0,19956.3,11562,1.72603,17,53277.2,11332,4.70148,0,20051.1,11332,1.76942,16,52829.4,11286,4.68097,0,20691.2,11286,1.83335,16,51702.4,11133,4.64407,0,20323.7,11133,1.82554,17
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs8n50_5.dat,6,51,6,55494.9,11286,4.91714,0,22419.1,11286,1.98645,16,54035,11356,4.75828,0,22657.8,11356,1.99522,16,52686.1,11449,4.6018,0,23397.9,11449,2.04366,16,59202.4,11327,5.22666,0,22944.8,11327,2.02567,16,56566.1,11361,4.97897,0,22827.9,11361,2.00932,16,54079.4,11108,4.86851,0,22272.7,11108,2.0051,18,55495.4,11132,4.98522,0,22434.7,11132,2.01534,15,54108.2,11356,4.76473,0,23216.3,11356,2.04441,17,53349.4,11471,4.65081,0,22709.6,11471,1.97974,15,52215.8,11168,4.67548,0,22816.2,11168,2.04299,15
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs9n100_2.dat,6,101,3,77259,27867,2.77242,0,18188.5,27867,0.652689,22,77697,27681,2.80687,0,18682.6,27681,0.674926,22,77942.3,28655,2.72002,0,18141.2,28655,0.633089,22,83302.6,28701,2.90243,0,18346.6,28701,0.639232,23,74776.7,29283,2.55359,0,18992.1,29283,0.64857,23,74402,27676,2.68832,0,18020.3,27676,0.651115,23,73870.7,27913,2.64646,0,18573,27913,0.66539,21,76397.2,28437,2.68654,0,18566.1,28437,0.652886,22,78542.2,28479,2.7579,0,18176.4,28479,0.638239,22,79430.9,29145,2.72537,0,18463.3,29145,0.633499,22
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs9n100_3.dat,6,101,4,78538.4,28772,2.72968,0,20157.2,28772,0.700586,29,79188.9,28356,2.79267,0,19658.2,28356,0.693265,26,82219.7,28307,2.90457,0,19722.6,28307,0.696739,27,77709.5,28346,2.74146,0,20010.1,28346,0.705924,28,79942.4,27991,2.856,0,19110.9,27991,0.682752,24,82541.3,28210,2.92596,0,19631.1,28210,0.69589,29,77349.5,27917,2.77069,0,19821.2,27917,0.710006,28,78221.7,28225,2.77136,0,19744.1,28225,0.699524,26,84186,28800,2.92313,0,20425.4,28800,0.709215,30,82952.3,28336,2.92745,0,19450.6,28336,0.686429,27
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs9n100_4.dat,6,101,5,81119.2,28296,2.86681,0,21600.4,28296,0.763372,32,77532.3,27956,2.77337,0,22227.7,27956,0.795098,32,81964.3,28722,2.85371,0,22274.6,28722,0.775524,31,77148.8,27637,2.79151,0,21967.3,27637,0.794851,29,82285,27574,2.98415,0,21218.4,27574,0.769506,32,77020.5,27507,2.80003,0,20834.8,27507,0.757437,28,78962,28264,2.79373,0,21941.2,28264,0.776296,30,80848.8,28332,2.85362,0,21249,28332,0.75,28,80327.5,27488,2.92228,0,21381.6,27488,0.777852,33,80031.3,28628,2.79556,0,21705.6,28628,0.758196,29
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs9n100_5.dat,6,101,6,84033.5,27690,3.0348,0,23692.1,27690,0.855619,32,80008,27957,2.86182,0,23395.8,27957,0.836849,31,81258.6,28246,2.87682,0,23484.9,28246,0.831442,31,79449.5,28087,2.82869,0,23627.4,28087,0.841221,32,78827.4,27978,2.81748,0,23437.1,27978,0.837696,32,79816.6,28407,2.80975,0,23881.6,28407,0.840693,31,82927.9,28227,2.93789,0,23440.8,28227,0.830439,32,80847.2,28495,2.83724,0,24276.6,28495,0.851961,33,81920.1,29122,2.813,0,23918.9,29122,0.821334,33,86703.3,28324,3.06112,0,24046.8,28324,0.84899,33
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs9n200_2.dat,6,201,3,158959,53617,2.96471,0,23612.8,53617,0.440397,46,156423,54748,2.85715,0,24115.9,54748,0.440488,44,157889,54844,2.87887,0,24352.2,54844,0.444026,45,152047,53927,2.81951,0,23978.8,53927,0.444653,44,157282,54609,2.88014,0,24076.6,54609,0.440891,43,153093,54586,2.80463,0,23845.5,54586,0.436842,43,154081,53733,2.86754,0,24072.4,53733,0.448,42,157878,53902,2.92899,0,24335.1,53902,0.451469,44,158068,53318,2.96462,0,23740.3,53318,0.445259,45,161387,54202,2.9775,0,24047.7,54202,0.443668,45
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs9n200_3.dat,6,201,4,159504,54313,2.93676,0,24756.8,54313,0.455816,64,164238,54458,3.01586,0,24873.7,54458,0.456749,62,160461,54417,2.94873,0,25205.8,54417,0.463197,58,168623,54247,3.10843,0,24723.5,54247,0.455759,52,157488,54511,2.8891,0,24538.7,54511,0.45016,60,153786,54053,2.8451,0,24611.2,54053,0.455315,58,158378,55153,2.87161,0,24393.1,55153,0.442281,53,154899,54548,2.83968,0,24797.6,54548,0.454601,63,169099,54359,3.11077,0,25013.6,54359,0.460156,66,161174,54196,2.9739,0,24654.1,54196,0.454906,58
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs9n200_4.dat,6,201,5,168055,54275,3.09637,0,25944.8,54275,0.478024,67,163013,54299,3.00214,0,26211,54299,0.482715,68,163457,54547,2.99663,0,25959.6,54547,0.475913,67,159526,54853,2.90825,0,26304.8,54853,0.479551,69,161014,52846,3.04685,0,25378.5,52846,0.480234,65,153071,53647,2.85331,0,25632.2,53647,0.477793,63,165849,54561,3.03969,0,25910.6,54561,0.474892,65,162184,54238,2.99023,0,25688,54238,0.473617,61,160383,54320,2.95256,0,25945.2,54320,0.477637,61,163149,54361,3.00121,0,25920.9,54361,0.47683,60
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs9n200_5.dat,6,201,6,162863,54171,3.00646,0,26886.3,54171,0.496324,69,167579,54297,3.08634,0,27400.8,54297,0.504648,71,166051,53680,3.09335,0,27234.5,53680,0.50735,74,164320,53766,3.0562,0,27085.4,53766,0.503764,67,170029,54142,3.14043,0,26943.8,54142,0.49765,65,164212,54799,2.99663,0,27518.3,54799,0.502168,83,158390,54628,2.89942,0,27380.2,54628,0.501211,66,160111,55398,2.89019,0,27610.5,55398,0.498403,69,160474,54627,2.93763,0,27164.9,54627,0.497279,76,154496,53631,2.88073,0,26769,53631,0.499133,65
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs9n50_2.dat,6,51,3,44002.4,13752,3.19971,0,13981,13752,1.01666,11,43346.1,13958,3.10547,0,14173.6,13958,1.01545,12,43359.4,13581,3.19265,0,13533.5,13581,0.996502,11,42510.2,13520,3.14425,0,13923.1,13520,1.02981,11,39810.8,13449,2.96013,0,13701.8,13449,1.01879,12,42198.8,13975,3.01959,0,13828.7,13975,0.989534,10,41448.8,13698,3.0259,0,13781.6,13698,1.00611,10,43886.9,13703,3.20272,0,14089.9,13703,1.02824,11,42621.2,14074,3.02837,0,13871.8,14074,0.985636,11,42290.7,13997,3.02141,0,14190.1,13997,1.01379,11
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs9n50_3.dat,6,51,4,42827.1,14060,3.04602,0,15767.6,14060,1.12145,14,40320.4,13562,2.97304,0,15337.4,13562,1.13091,14,40992.9,14016,2.92472,0,15174.2,14016,1.08264,14,45360.7,13835,3.27869,0,15705.3,13835,1.13518,14,43559.2,14437,3.01719,0,15221.3,14437,1.05433,13,45805.2,14228,3.21937,0,15760.5,14228,1.10771,13,43475,14043,3.09585,0,15944.6,14043,1.13541,13,43135,13574,3.17777,0,15168.5,13574,1.11747,14,42082.9,13715,3.06839,0,14746.3,13715,1.07519,13,45518.1,13431,3.38903,0,15289,13431,1.13834,13
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs9n50_4.dat,6,51,5,42648.8,13579,3.14079,0,16530.4,13579,1.21735,14,47957.2,13614,3.52264,0,16951.6,13614,1.24516,14,44111.7,13815,3.19303,0,17035,13815,1.23308,15,42558,13838,3.07544,0,16415.1,13838,1.18623,14,41514.2,13582,3.05656,0,16653.5,13582,1.22614,15,51216.5,14253,3.59339,0,18220.1,14253,1.27833,16,43238.2,13742,3.14643,0,17410,13742,1.26692,15,46697.1,13976,3.34123,0,17617.4,13976,1.26054,15,44126.3,13910,3.17227,0,17287,13910,1.24278,15,43559.4,14191,3.06951,0,17687.5,14191,1.24639,15
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs9n50_5.dat,6,51,6,45655,14279,3.19735,0,18896.2,14279,1.32336,15,43947.7,13887,3.16467,0,18444.8,13887,1.32821,15,42562.9,13724,3.10135,0,19063.6,13724,1.38907,14,48054.9,14030,3.42516,0,19297.3,14030,1.37543,16,49349.7,14036,3.51594,0,19631.2,14036,1.39863,15,45618.3,13976,3.26405,0,19461.4,13976,1.39248,15,44300.2,13849,3.1988,0,18766.9,13849,1.35511,15,48321.4,13648,3.54055,0,19026,13648,1.39405,15,44933.2,13557,3.31439,0,19446.4,13557,1.43442,16,46646.5,13854,3.36701,0,18594.1,13854,1.34214,15
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Big_Instances/Istanze001005/abs10n100_2.dat,6,101,3,76594.4,27415,2.79389,0,17670.3,27415,0.644547,20,81083.1,27304,2.96964,0,17940.2,27304,0.657052,21,82137.8,26904,3.053,0,18142.9,26904,0.674357,20,85345.5,26871,3.17612,0,18036.1,26871,0.671209,19,76401.7,27494,2.77885,0,18038.6,27494,0.656093,21,80794.9,27578,2.92969,0,17986.6,27578,0.652207,20,78206,27180,2.87734,0,18250.6,27180,0.671471,21,78721.8,27345,2.87884,0,18061.3,27345,0.660497,20,80660.8,28064,2.87417,0,18086.2,28064,0.644462,21,78161,26719,2.9253,0,17939.8,26719,0.671425,20
