,#TimePeriods,#Customer,#Vehicle,Cost,Quantity,LogisticRatio,T_InitialSchedule,CostAfterHGS,Quantity,LogisticRatio,T_InitialSolution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Small_Instances/Istanze001005h6/abs5n40_4.dat,6,41,5,31900.2,10742,2.96967,0,15478.9,10742,1.44097,12,32266.4,10506,3.07123,0,14873.8,10506,1.41574,12,34108.4,10624,3.2105,0,15595.9,10624,1.46799,13,34103.3,11179,3.05066,0,15717.6,11179,1.406,13,31499.9,10673,2.95137,0,15611.8,10673,1.46273,11,33509,11144,3.00691,0,15686.2,11144,1.40759,13,33111.9,11048,2.9971,0,15556,11048,1.40804,12,35164.7,11108,3.16571,0,16087.4,11108,1.44827,13,34764.2,11040,3.14893,0,15951,11040,1.44484,12,32862,11047,2.97474,0,15892.8,11047,1.43866,13
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Small_Instances/Istanze001005h6/abs5n45_1.dat,6,46,2,31117.5,12069,2.5783,0,11454.3,12069,0.949071,10,34808.7,12338,2.82126,0,11793.7,12338,0.955883,9,36375.6,12750,2.85299,0,12119.8,12750,0.950575,11,34188.3,11986,2.85235,0,11654.7,11986,0.972362,12,35999.5,12572,2.86347,0,11924.8,12572,0.948519,11,32193.9,12111,2.65824,0,11356.2,12111,0.937677,10,34028.7,12356,2.75402,0,11932.3,12356,0.96571,12,33298.6,12510,2.66176,0,11787.9,12510,0.942279,11,34009.3,12644,2.68975,0,11837.8,12644,0.936242,10,32516.4,12626,2.57535,0,11633.7,12626,0.921406,10
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Small_Instances/Istanze001005h6/abs5n45_2.dat,6,46,3,34479.8,12533,2.75112,0,12778.7,12533,1.0196,11,32929.7,12800,2.57264,0,12382.8,12800,0.967408,11,32195,12603,2.55455,0,12407.8,12603,0.984513,13,34080.8,12591,2.70676,0,12568.7,12591,0.99823,12,33427.9,12235,2.73215,0,12208,12235,0.99779,13,36160.5,12632,2.86261,0,12590,12632,0.996675,12,33048.1,12761,2.58977,0,12576.8,12761,0.985569,12,33602,12775,2.63029,0,12268,12775,0.960311,11,31982.8,12494,2.55985,0,12263.7,12494,0.981565,13,33608.4,12378,2.71517,0,12134.1,12378,0.980299,13
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Small_Instances/Istanze001005h6/abs5n45_3.dat,6,46,4,35961.6,12299,2.92395,0,13275.1,12299,1.07937,13,31553.1,12394,2.54584,0,13428.2,12394,1.08345,12,33782.6,12930,2.61273,0,13181.3,12930,1.01944,13,35150.1,12694,2.76903,0,13716.9,12694,1.08058,14,34057.5,12325,2.76329,0,13147.6,12325,1.06674,13,31914.5,12898,2.47437,0,13198.5,12898,1.0233,12,34461.5,12764,2.6999,0,13330.8,12764,1.04441,14,33518.6,12727,2.63366,0,13141.5,12727,1.03257,13,34095.3,12283,2.77581,0,12515.2,12283,1.0189,13,32804.3,13031,2.51741,0,13758.4,13031,1.05582,13
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Small_Instances/Istanze001005h6/abs5n45_4.dat,6,46,5,32855.2,12681,2.5909,0,13790.4,12681,1.08748,14,35705.2,12612,2.83105,0,14066.8,12612,1.11535,13,32074.1,12583,2.549,0,14221.7,12583,1.13023,14,32346.2,12961,2.49565,0,13202.2,12961,1.01861,14,33371.4,12456,2.67914,0,14076,12456,1.13006,14,35485.8,12494,2.84023,0,13994.3,12494,1.12008,13,37128.7,12767,2.90817,0,14453.1,12767,1.13207,16,32552.5,12661,2.57108,0,14118.3,12661,1.1151,13,32045.6,12400,2.58432,0,13275.5,12400,1.07061,13,32302.6,12769,2.52977,0,14606.2,12769,1.14388,14
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Small_Instances/Istanze001005h6/abs5n50_1.dat,6,51,2,41266.6,13480,3.06132,0,14213.8,13480,1.05444,13,38965.2,13257,2.93922,0,13369.6,13257,1.00849,12,39217.4,13640,2.87518,0,13799.3,13640,1.01168,11,39856.3,13073,3.04875,0,13863.2,13073,1.06044,12,40634.9,13656,2.97561,0,13914.3,13656,1.01892,12,38820.4,12862,3.01823,0,13977.4,12862,1.08672,12,36722.5,13249,2.77172,0,14128.4,13249,1.06637,12,40322.9,12770,3.15762,0,13916.4,12770,1.08977,12,37212.3,12769,2.91427,0,13717.8,12769,1.07431,11,43436.5,13306,3.26443,0,14242,13306,1.07034,13
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Small_Instances/Istanze001005h6/abs5n50_2.dat,6,51,3,39002.7,12731,3.0636,0,14923.6,12731,1.17222,13,40970.7,12835,3.1921,0,15079.6,12835,1.17488,15,40411.6,13384,3.0194,0,15857.2,13384,1.18479,14,39480.4,13263,2.97673,0,15378.6,13263,1.15951,13,40836.3,13448,3.03661,0,15747.5,13448,1.17099,14,39483.3,13173,2.99729,0,15448.1,13173,1.17271,14,41353.5,13101,3.15651,0,15231.3,13101,1.16261,14,39234.9,13035,3.00997,0,15315.2,13035,1.17493,14,39572.4,12911,3.06501,0,14636.1,12911,1.13361,14,40862.8,13162,3.10461,0,15495.5,13162,1.17729,14
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Small_Instances/Istanze001005h6/abs5n50_3.dat,6,51,4,45082,13209,3.41297,0,17333.8,13209,1.31227,16,43746.9,13422,3.25934,0,17395.1,13422,1.29601,16,40111.7,12946,3.09838,0,17174.1,12946,1.3266,17,45284.4,13366,3.38803,0,17172.7,13366,1.28481,18,40726.8,13152,3.09662,0,17042,13152,1.29578,16,42594.4,13083,3.2557,0,17425.1,13083,1.33189,19,42545.9,13180,3.22807,0,17317.2,13180,1.3139,17,44607,13178,3.38496,0,17310.9,13178,1.31362,16,39255.8,13180,2.97844,0,16644.3,13180,1.26284,19,40479.4,13074,3.09618,0,16916.5,13074,1.2939,17
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Small_Instances/Istanze001005h6/abs5n50_4.dat,6,51,5,43834.2,12763,3.43447,0,18451.5,12763,1.4457,16,42806.7,13511,3.16828,0,18885.7,13511,1.3978,16,44462.9,13077,3.40008,0,18782.8,13077,1.43632,18,45035.1,12744,3.53383,0,18476.2,12744,1.4498,17,42138.3,13191,3.19448,0,18531.2,13191,1.40484,17,40403.7,13309,3.03582,0,18508.6,13309,1.39068,16,42382.1,12947,3.27351,0,18816.1,12947,1.45332,17,43148.4,12975,3.3255,0,18487.5,12975,1.42485,16,48611.8,13335,3.64543,0,19266.6,13335,1.44482,17,42892.4,13318,3.22064,0,18362,13318,1.37874,16
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Small_Instances/Istanze001005h6/abs5n5_1.dat,6,6,2,3945.41,1159,3.40415,0,3702.79,1159,3.19482,3,3993.9,1260,3.16976,0,3993.9,1260,3.16976,3,3525.12,1231,2.86362,0,3525.12,1231,2.86362,3,4043.26,1240,3.26069,0,3870.29,1240,3.1212,3,4137.45,1203,3.43928,0,3945.21,1203,3.27948,2,4479.46,1163,3.85165,0,4197.63,1163,3.60931,3,4644,1292,3.59443,0,4627.9,1292,3.58196,3,3556.49,1229,2.89381,0,3358.07,1229,2.73236,2,3441.87,1229,2.80055,0,3236.51,1229,2.63345,1,3352.06,1152,2.90977,0,3313.62,1152,2.87641,2
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Small_Instances/Istanze001005h6/abs5n5_2.dat,6,6,3,4212.15,1246,3.38054,0,4212.15,1246,3.38054,3,4262.45,1275,3.3431,0,4175.49,1275,3.27489,3,4113.35,1212,3.39385,0,4113.35,1212,3.39385,2,4844.69,1233,3.92919,0,4729.68,1233,3.83592,3,4288.71,1209,3.54732,0,4288.71,1209,3.54732,4,4104.28,1165,3.52298,0,4049.04,1165,3.47557,2,4104.28,1169,3.51093,0,4104.28,1169,3.51093,2,5131.76,1162,4.41632,0,4878.1,1162,4.19802,3,4531.88,1170,3.8734,0,4493.44,1170,3.84055,3,5121.1,1137,4.50404,0,5065.86,1137,4.45546,3
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Small_Instances/Istanze001005h6/abs5n5_3.dat,6,6,4,5557.7,1190,4.67033,0,5557.7,1190,4.67033,3,5557.7,1234,4.5038,0,5557.7,1234,4.5038,3,5373.73,1133,4.74292,0,5230.55,1133,4.61655,4,5345.39,1168,4.57653,0,5345.39,1168,4.57653,3,4898.81,1096,4.46971,0,4898.81,1096,4.46971,3,5650.05,1240,4.55649,0,5650.05,1240,4.55649,3,5221.31,1136,4.59622,0,5221.31,1136,4.59622,2,5097.23,1136,4.487,0,5097.23,1136,4.487,3,5345.39,1155,4.62804,0,5345.39,1155,4.62804,3,5470.27,1157,4.72798,0,5470.27,1157,4.72798,3
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Small_Instances/Istanze0105h3/abs1n10_1.dat,3,11,2,3678.57,1463,2.5144,0,3579.05,1463,2.44638,1,4242.53,1256,3.37781,0,2786.67,1256,2.21868,2,4466.42,1541,2.89839,0,3792.86,1541,2.4613,2,3410.62,1321,2.58185,0,3139.52,1321,2.37662,1,4268.85,1275,3.34811,0,3254.5,1275,2.55255,2,4621.04,1325,3.48758,0,3364.87,1325,2.53952,1,4639.22,1325,3.5013,0,3543.58,1325,2.6744,2,4113.75,1235,3.33097,0,3264.4,1235,2.64324,1,4528.77,1344,3.36962,0,3629.26,1344,2.70034,2,3982.35,1446,2.75405,0,3626.55,1446,2.50799,2
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Small_Instances/Istanze0105h3/abs1n10_2.dat,3,11,3,4785.47,1200,3.98789,0,3609.74,1200,3.00812,1,5011.44,1407,3.56179,0,4056.52,1407,2.8831,2,4771.75,1090,4.37775,0,3571.85,1090,3.27693,2,4494.52,1198,3.75168,0,3678.62,1198,3.07063,2,4744.36,1396,3.39854,0,4063.25,1396,2.91064,2,4722.3,1461,3.23224,0,4681.57,1461,3.20436,2,4952.03,1370,3.61462,0,3714.17,1370,2.71107,2,4888.12,1480,3.30278,0,4257.94,1480,2.87699,2,5141.85,1404,3.66229,0,4169.82,1404,2.96996,1,3932.95,1251,3.14384,0,3634.9,1251,2.9056,2
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Small_Instances/Istanze0105h3/abs1n10_3.dat,3,11,4,5133.11,1183,4.33906,0,4416.15,1183,3.73301,2,4457.3,1106,4.0301,0,4157.87,1106,3.75938,1,5765.33,1135,5.07959,0,4629.32,1135,4.0787,1,4198.13,1162,3.61285,0,4133.96,1162,3.55762,2,5875.44,1419,4.14055,0,5220.25,1419,3.67882,2,4875.87,1134,4.29971,0,4210.79,1134,3.71322,2,5156.95,1228,4.19947,0,4483.84,1228,3.65134,1,5322.95,1212,4.39188,0,4437.47,1212,3.66128,2,5872.31,1383,4.24607,0,5152.06,1383,3.72528,2,5703.1,1456,3.91696,0,5431.44,1456,3.73038,2
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Small_Instances/Istanze0105h3/abs1n10_4.dat,3,11,5,5410.56,1086,4.9821,0,4082.4,1086,3.75911,1,5856.85,1335,4.38715,0,5270.56,1335,3.94798,2,6996.99,1447,4.83551,0,5899.41,1447,4.077,2,6161.74,1337,4.60863,0,5461.07,1337,4.08457,2,5955.33,1372,4.34062,0,5955.33,1372,4.34062,2,5892.28,1296,4.54651,0,5582.06,1296,4.30714,2,5800.25,1397,4.15194,0,5292.67,1397,3.7886,2,5362.5,1168,4.59118,0,5126.78,1168,4.38937,2,5434.89,1210,4.49165,0,5055.73,1210,4.17829,2,4886.49,1098,4.45035,0,4670.64,1098,4.25377,2
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Small_Instances/Istanze0105h3/abs1n15_1.dat,3,16,2,5415.71,2011,2.69304,0,3645.21,2011,1.81263,2,5376.73,1463,3.67514,0,3271.98,1463,2.23649,2,5659.66,1886,3.00088,0,3504.99,1886,1.85842,1,5432.42,1708,3.18058,0,3403.55,1708,1.99271,2,4386.1,1727,2.53972,0,2972.95,1727,1.72145,2,6037.83,1790,3.37309,0,3609.98,1790,2.01675,1,5432.05,1940,2.80002,0,3710.28,1940,1.91252,2,5900.01,1557,3.78934,0,3309.91,1557,2.12583,2,6162.05,1447,4.2585,0,3731.72,1447,2.57894,1,4502.17,1926,2.33757,0,3837.16,1926,1.99229,2
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Small_Instances/Istanze0105h3/abs1n15_2.dat,3,16,3,5456.48,1834,2.97518,0,3719.01,1834,2.02782,3,5632.66,1778,3.16797,0,4019.19,1778,2.26051,2,6836.61,2039,3.35292,0,4353.22,2039,2.13498,1,5454.54,1909,2.85728,0,3823.24,1909,2.00274,2,5553.38,1417,3.91911,0,3987.13,1417,2.81378,2,6230.64,1749,3.5624,0,3799.33,1749,2.17229,2,5432.85,1846,2.94304,0,3693.46,1846,2.00079,2,5751.36,1878,3.06249,0,3982.96,1878,2.12085,2,5051.77,1755,2.8785,0,3626.16,1755,2.06619,2,6427.69,1706,3.7677,0,3880.71,1706,2.27474,2
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Small_Instances/Istanze0105h3/abs1n15_3.dat,3,16,4,6130.47,1686,3.63611,0,4152.21,1686,2.46276,2,6179.63,1791,3.45038,0,4364.77,1791,2.43706,2,5871.41,1969,2.98193,0,5073.84,1969,2.57686,2,5798.32,1845,3.14272,0,4438.84,1845,2.40588,3,5849.8,1555,3.76193,0,4156.66,1555,2.67309,2,5573.07,1681,3.31533,0,3760.07,1681,2.2368,2,4874.36,1573,3.09877,0,4066.73,1573,2.58533,2,6467.78,1791,3.61127,0,4703.58,1791,2.62623,2,5588,1720,3.24883,0,4021.21,1720,2.33791,2,6128.8,1926,3.18214,0,4204.14,1926,2.18284,2
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Small_Instances/Istanze0105h3/abs1n15_4.dat,3,16,5,6252.23,1744,3.58499,0,4685.02,1744,2.68637,3,6974.15,1964,3.551,0,5424.08,1964,2.76175,2,6601.81,1852,3.56469,0,5123.06,1852,2.76623,2,6363.39,1811,3.51374,0,4692.93,1811,2.59135,3,5224.6,1753,2.98038,0,4708,1753,2.68568,2,5853.34,1949,3.00326,0,4933.38,1949,2.53124,3,5401.99,1570,3.44076,0,4472.13,1570,2.84849,2,5761.83,1582,3.64212,0,4429.48,1582,2.79992,2,6163.79,2026,3.04235,0,5241.37,2026,2.58705,3,5999.69,1796,3.34058,0,5049.77,1796,2.81168,2
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Small_Instances/Istanze0105h3/abs1n20_1.dat,3,21,2,8981.48,2166,4.14658,0,4456.88,2166,2.05766,2,8534.39,2536,3.36529,0,4706.14,2536,1.85574,2,7959.36,2126,3.74382,0,4284.33,2126,2.01521,2,7076.96,2456,2.8815,0,4283.45,2456,1.74407,2,8539.26,2135,3.99965,0,4289.76,2135,2.00925,2,8347.12,2306,3.61974,0,4700,2306,2.03816,2,8143.5,2372,3.43318,0,4268.82,2372,1.79967,2,8284.7,2675,3.09709,0,4563.78,2675,1.70609,2,6967.62,2252,3.09397,0,3963.87,2252,1.76015,2,8809.06,2241,3.93086,0,4410.16,2241,1.96794,2
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Small_Instances/Istanze0105h3/abs1n20_2.dat,3,21,3,8630.7,2244,3.84612,0,5057.1,2244,2.25361,2,8222.34,2343,3.50932,0,4512.57,2343,1.92598,2,7233.46,2423,2.98533,0,4639.04,2423,1.91458,2,8220.04,2259,3.6388,0,5117.87,2259,2.26555,2,9752.68,2333,4.18032,0,4985.34,2333,2.13688,3,7199.13,2237,3.21821,0,4902.71,2237,2.19165,2,9955.15,2173,4.58129,0,4845.64,2173,2.22993,3,8628.72,2280,3.78453,0,4898.22,2280,2.14834,2,6536.43,2385,2.74064,0,5102.36,2385,2.13936,2,9375.66,2446,3.83306,0,4837.48,2446,1.97771,2
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Small_Instances/Istanze0105h3/abs1n20_3.dat,3,21,4,9372.85,2222,4.2182,0,5748.19,2222,2.58695,3,8874.85,2083,4.26061,0,5438.38,2083,2.61084,3,8252.21,2298,3.59104,0,6079.75,2298,2.64567,2,9077.08,2322,3.90916,0,5811.48,2322,2.50279,3,9213.09,2588,3.55993,0,5931.5,2588,2.29192,2,7972.31,2401,3.32041,0,5738.22,2401,2.38993,3,8569.66,2300,3.72594,0,5962.37,2300,2.59233,3,9148.62,2304,3.97076,0,6112.98,2304,2.6532,2,10159.2,2136,4.75617,0,5938.45,2136,2.78017,3,8439.07,2055,4.1066,0,5095.26,2055,2.47944,3
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Small_Instances/Istanze0105h3/abs1n20_4.dat,3,21,5,11408.7,2459,4.63958,0,7111.8,2459,2.89215,2,10432.9,2322,4.49308,0,6449.15,2322,2.77741,3,8280.57,1952,4.2421,0,5449.51,1952,2.79176,3,10051.9,2169,4.63433,0,6604.37,2169,3.04489,2,8555.07,2235,3.82777,0,6117.22,2235,2.73701,3,8928.86,2129,4.19392,0,6438.79,2129,3.02433,2,9769.6,2189,4.46304,0,6568.48,2189,3.00068,3,8903.46,2495,3.56852,0,6437.22,2495,2.58005,2,8566.36,2277,3.76213,0,6257.41,2277,2.74809,3,8555.91,2465,3.47096,0,6574.1,2465,2.66698,3
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Small_Instances/Istanze0105h3/abs1n25_1.dat,3,26,2,9762.94,2599,3.75642,0,5126.84,2599,1.97262,2,8987.66,2723,3.30065,0,4715.25,2723,1.73164,2,9280.4,2270,4.08828,0,4706.33,2270,2.07327,2,7853.19,2625,2.99169,0,4815.5,2625,1.83447,2,9553.14,2716,3.51736,0,4496.59,2716,1.65559,2,7869.34,2370,3.32039,0,4727.86,2370,1.99488,3,8043.65,2549,3.15561,0,4952.12,2549,1.94277,2,9853.23,2554,3.85796,0,4842.01,2554,1.89586,2,8531.86,2392,3.56683,0,4763.44,2392,1.9914,2,7757.43,2863,2.70955,0,4982.17,2863,1.74019,3
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Small_Instances/Istanze0105h3/abs1n25_2.dat,3,26,3,9119.02,3004,3.03563,0,5736.67,3004,1.90968,2,8072.52,2373,3.40182,0,4776.69,2373,2.01293,3,9551.92,2915,3.27682,0,5551.65,2915,1.90451,2,10306.7,2991,3.4459,0,5375.91,2991,1.79736,3,6795.4,2287,2.97132,0,4389.54,2287,1.91934,3,9708.41,2657,3.6539,0,5020.33,2657,1.88947,2,9155.78,2831,3.23412,0,5416.12,2831,1.91315,2,8106.99,2737,2.962,0,5453.71,2737,1.99259,3,9421.89,2409,3.91112,0,4751.5,2409,1.97239,3,10124.5,2499,4.05142,0,5280.06,2499,2.11287,2
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Small_Instances/Istanze0105h3/abs1n25_3.dat,3,26,4,9888.28,2651,3.73002,0,5654.94,2651,2.13314,4,7518.15,2477,3.03518,0,5325.52,2477,2.14999,2,9599.36,2540,3.77927,0,5420.43,2540,2.13403,3,9011.68,2627,3.43041,0,5869.92,2627,2.23446,3,10066.5,2471,4.07385,0,5780.04,2471,2.33915,3,9431.22,2986,3.15848,0,5923.68,2986,1.98382,3,10143.4,2732,3.71283,0,5835.61,2732,2.13602,3,9751.18,2848,3.42387,0,5995.08,2848,2.10501,3,9982.36,2829,3.52858,0,6403.84,2829,2.26364,3,9011.6,2793,3.22649,0,5997.83,2793,2.14745,3
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Small_Instances/Istanze0105h3/abs1n25_4.dat,3,26,5,8987.21,2834,3.17121,0,6172.04,2834,2.17786,3,8939.87,2286,3.9107,0,5415.23,2286,2.36887,3,10626.4,2716,3.91253,0,6281.83,2716,2.3129,3,9402.94,2595,3.62348,0,6080.52,2595,2.34317,3,8605.33,2664,3.23023,0,5541.47,2664,2.08013,3,8885.12,2709,3.27985,0,6163.78,2709,2.2753,4,9097.9,2432,3.74091,0,5773.96,2432,2.37416,2,10081.6,2460,4.0982,0,5596.84,2460,2.27514,4,9809.65,2999,3.27097,0,6268.04,2999,2.09004,2,8996.48,2667,3.37326,0,5905.02,2667,2.21411,3
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Small_Instances/Istanze0105h3/abs1n30_1.dat,3,31,2,10950.6,3860,2.83694,0,5577.52,3860,1.44495,3,10703.8,3952,2.70844,0,5477.3,3952,1.38596,2,9693.88,4221,2.29658,0,5192.43,4221,1.23014,3,11858.8,4121,2.87765,0,5451.27,4121,1.3228,2,10457.4,4087,2.55871,0,5319.23,4087,1.3015,3,11372.5,4295,2.64784,0,5595.38,4295,1.30277,2,11258.7,3971,2.83523,0,5249.38,3971,1.32193,2,10755.6,4023,2.67354,0,5585.36,4023,1.38836,3,11965.1,4343,2.75503,0,5560.2,4343,1.28027,2,11477.9,4215,2.72311,0,5704.95,4215,1.35349,3
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Small_Instances/Istanze0105h3/abs1n30_2.dat,3,31,3,11305.4,3823,2.9572,0,6084.81,3823,1.59163,3,11236.7,4574,2.45665,0,6143.26,4574,1.34308,3,11677.1,3968,2.94283,0,5979.29,3968,1.50688,3,10270.3,4007,2.5631,0,5904.07,4007,1.47344,3,11955.4,4086,2.92595,0,6170.53,4086,1.51016,3,10247.2,3518,2.9128,0,5715.08,3518,1.62453,2,13344.9,3694,3.61258,0,5800.13,3694,1.57015,4,12111.5,4286,2.82582,0,6565.06,4286,1.53175,3,11107.9,3800,2.92312,0,6256.66,3800,1.64649,3,10081.9,3687,2.73445,0,5449.45,3687,1.47802,3
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Small_Instances/Istanze0105h3/abs1n30_3.dat,3,31,4,13369.4,3724,3.59006,0,6661.43,3724,1.78878,3,13170.4,3808,3.4586,0,6795.99,3808,1.78466,4,11774.9,3746,3.14332,0,6620.29,3746,1.7673,3,10922.3,3498,3.12245,0,5870.28,3498,1.67818,4,11474.4,4071,2.81857,0,6786,4071,1.66691,3,12908.8,3833,3.36781,0,6640.38,3833,1.73242,3,12033.6,3931,3.0612,0,6598.38,3931,1.67855,4,11529.5,4166,2.76752,0,6615.99,4166,1.58809,2,13062.6,4105,3.18211,0,6709.87,4105,1.63456,4,11704.5,3727,3.14046,0,5846.23,3727,1.56862,3
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Small_Instances/Istanze0105h3/abs1n30_4.dat,3,31,5,11723.6,3325,3.52588,0,7087.24,3325,2.1315,4,13713,4164,3.29322,0,7874.76,4164,1.89115,4,13969.8,3805,3.67143,0,7566.34,3805,1.98852,4,11722.3,3547,3.30486,0,6994.52,3547,1.97195,3,12051.5,4411,2.73216,0,8014.38,4411,1.81691,4,12379.1,3607,3.43196,0,7007.46,3607,1.94274,3,12284.3,3757,3.2697,0,6701.25,3757,1.78367,3,11893.7,4119,2.88753,0,7549.71,4119,1.8329,3,13007.4,3466,3.75286,0,7330.83,3466,2.11507,4,12235.8,3981,3.07356,0,7629.84,3981,1.91656,3
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Small_Instances/Istanze0105h3/abs1n35_1.dat,3,36,2,11800.1,3640,3.2418,0,5507.91,3640,1.51316,3,12214.7,3474,3.51604,0,5044.43,3474,1.45205,2,11845.8,3818,3.10262,0,5139.34,3818,1.34608,3,10424.1,4131,2.52337,0,5251.74,4131,1.2713,2,11801.3,4150,2.8437,0,5249.85,4150,1.26502,3,10149.1,4111,2.46878,0,5394.61,4111,1.31224,3,12204.1,4160,2.93368,0,5574.59,4160,1.34005,2,12015.5,3953,3.03958,0,5515.5,3953,1.39527,3,11610.9,3875,2.99636,0,4840.05,3875,1.24905,2,12292.5,3776,3.25543,0,5347.45,3776,1.41617,3
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Small_Instances/Istanze0105h3/abs1n35_2.dat,3,36,3,11361.8,3985,2.85114,0,5751.57,3985,1.44331,3,10458,3646,2.86836,0,5297.26,3646,1.4529,3,11967,4088,2.92736,0,5617.41,4088,1.37412,3,10722.5,3835,2.79596,0,5688.22,3835,1.48324,3,11019.6,4042,2.72627,0,5606.49,4042,1.38706,3,11471.9,3600,3.18664,0,5297.24,3600,1.47146,3,11247.8,3495,3.21825,0,5402.4,3495,1.54575,4,12043.2,3834,3.14115,0,6025.33,3834,1.57155,3,11700.4,3983,2.93758,0,5766.17,3983,1.4477,3,10543,3590,2.93676,0,5715.7,3590,1.59212,3
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Small_Instances/Istanze0105h3/abs1n35_3.dat,3,36,4,13066,3690,3.54091,0,6383.92,3690,1.73006,4,12310.9,3696,3.33087,0,6371.91,3696,1.724,4,11217.8,4385,2.55823,0,6767.56,4385,1.54334,4,11781,3788,3.11008,0,6308.21,3788,1.66531,3,13086.8,4243,3.08433,0,6408.88,4243,1.51046,3,14248.7,4118,3.4601,0,6888.85,4118,1.67286,4,10664.9,4078,2.61522,0,6249.17,4078,1.53241,4,12566.4,3913,3.21146,0,6372.36,3913,1.62851,4,12475.1,3598,3.46722,0,6222.4,3598,1.72941,3,11908.4,3601,3.30698,0,6308.16,3601,1.75178,4
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Small_Instances/Istanze0105h3/abs1n35_4.dat,3,36,5,12592.4,3852,3.26905,0,7064.05,3852,1.83387,4,12119.7,3898,3.10921,0,7336.2,3898,1.88204,4,12125.1,3702,3.27529,0,6541.53,3702,1.76703,4,11399.7,3967,2.87362,0,6662.84,3967,1.67957,3,11648.7,3993,2.91728,0,6718.31,3993,1.68252,4,12332.4,3947,3.1245,0,6353.8,3947,1.60978,4,10936.4,3889,2.81214,0,6501.28,3889,1.67171,3,12869.9,3711,3.46803,0,6602.02,3711,1.77904,4,11434.1,3554,3.21725,0,6701,3554,1.88548,4,11475.6,3510,3.26941,0,6665.92,3510,1.89912,4
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Small_Instances/Istanze0105h3/abs1n40_1.dat,3,41,2,14089.4,4218,3.34031,0,5908.29,4218,1.40073,3,12609.6,3885,3.2457,0,5823.27,3885,1.49891,3,13776.2,4091,3.36744,0,5273.2,4091,1.28898,2,13040.6,4593,2.83924,0,5808.66,4593,1.26468,3,14365.9,4090,3.51245,0,5970.83,4090,1.45986,2,13380,4202,3.18421,0,5300.66,4202,1.26146,3,14356.7,3997,3.59186,0,5538.87,3997,1.38576,3,13926.1,4865,2.8625,0,6140.06,4865,1.26209,4,14808.4,4245,3.48844,0,5527.27,4245,1.30206,2,15562,3995,3.89538,0,5767.7,3995,1.44373,4
/home/andy/Desktop/Curtin/IRPLR/Data/mvirp/Small_Instances/Istanze0105h3/abs1n40_2.dat,3,41,3,14571.1,4613,3.15871,0,6667.31,4613,1.44533,4,14844.1,4430,3.35081,0,6507.49,4430,1.46896,4,13793,4786,2.88194,0,7035.3,4786,1.46997,4,13488.3,4016,3.35865,0,5885.02,4016,1.46539,4,14161.8,3927,3.60628,0,5772.33,3927,1.46991,3,15134.6,4901,3.08806,0,6878.79,4901,1.40355,4,13838.2,3893,3.55463,0,6136.54,3893,1.5763,4,14276.8,4278,3.33725,0,6090.84,4278,1.42376,4,14779.7,4701,3.14394,0,6982.1,4701,1.48524,4,14087.7,4329,3.25426,0,6408.81,4329,1.48044,3
